ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Neovascularisation processes%WikiPathways_20190910%WP4331%Homo sapiens	Neovascularisation processes%WikiPathways_20190910%WP4331%Homo sapiens	5/245	21/12465	4.42922969860389e-05	0.000297496594756228	0.000172506840892994	207/5594/5595/5599/4318	5
Wnt Signaling Pathway and Pluripotency%WikiPathways_20190910%WP399%Homo sapiens	Wnt Signaling Pathway and Pluripotency%WikiPathways_20190910%WP399%Homo sapiens	10/245	107/12465	4.73616176876719e-05	0.000316354672841963	0.000183441915556787	1499/8321/3725/120892/5601/5580/5587/7157/7471/51384	10
Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	7/245	50/12465	5.05344018997202e-05	0.000333858425665365	0.000193591669055011	207/3091/3569/3725/5595/5599/7157	7
Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	7/245	50/12465	5.05344018997202e-05	0.000333858425665365	0.000193591669055011	1147/2353/5594/5595/5599/5601/5970	7
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES	6/245	35/12465	5.45734662335148e-05	0.000356644976628754	0.000206804714148056	2534/3303/3569/5594/5595/6647	6
Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	6/245	35/12465	5.45734662335148e-05	0.000356644976628754	0.000206804714148056	1147/3569/3725/5599/5970/7124	6
PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	5/245	22/12465	5.64054271841612e-05	0.000362734901413037	0.000210336027461654	207/3586/5563/5970/7248	5
REACTOME_NEURODEGENERATIVE_DISEASES	REACTOME_NEURODEGENERATIVE_DISEASES	5/245	22/12465	5.64054271841612e-05	0.000362734901413037	0.000210336027461654	2309/3725/5052/7001/6648	5
Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	5/245	22/12465	5.64054271841612e-05	0.000362734901413037	0.000210336027461654	2308/3569/5599/10891/7124	5
AMP-activated Protein Kinase (AMPK) Signaling%WikiPathways_20190910%WP1403%Homo sapiens	AMP-activated Protein Kinase (AMPK) Signaling%WikiPathways_20190910%WP1403%Homo sapiens	8/245	69/12465	5.90459839424439e-05	0.00037770684966357	0.00021901768479904	207/10645/890/133522/5562/5563/7157/7248	8
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	10/245	110/12465	6.00447162198336e-05	0.000382074010051468	0.000221550033254345	207/1956/2534/3082/3630/5594/5595/4233/5156/6714	10
Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	12/245	157/12465	6.23400169990859e-05	0.000394602515978507	0.000228814832303065	207/1499/1956/2353/8321/3725/5594/5595/142/7157/7471/51384	12
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER	7/245	52/12465	6.54626271333033e-05	0.000412209980230019	0.000239024724072259	207/1499/1956/2309/5594/5595/7157	7
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	9/245	90/12465	6.67936653335626e-05	0.00041625536798081	0.000241370488942771	983/1956/2983/5594/5595/5598/80310/5156/6714	9
REACTOME_MACROAUTOPHAGY	REACTOME_MACROAUTOPHAGY	9/245	90/12465	6.67936653335626e-05	0.00041625536798081	0.000241370488942771	10533/8678/84557/65018/5562/5563/5071/6714/7248	9
Glutathione metabolism%WikiPathways_20190910%WP100%Homo sapiens	Glutathione metabolism%WikiPathways_20190910%WP100%Homo sapiens	5/245	23/12465	7.09248071647353e-05	0.000437490264602883	0.000253683789321771	2539/2876/2877/2878/2936	5
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	5/245	23/12465	7.09248071647353e-05	0.000437490264602883	0.000253683789321771	983/3569/3717/5594/5595	5
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	8/245	71/12465	7.26358066405374e-05	0.000443518637517221	0.000257179411071759	1147/5603/5599/5601/5970/8737/7124/7186	8
REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_INTERLEUKIN_17_SIGNALING	8/245	71/12465	7.26358066405374e-05	0.000443518637517221	0.000257179411071759	1147/2353/3725/5594/5595/5598/5599/5601	8
REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_REGULATION_OF_TP53_ACTIVITY	12/245	160/12465	7.49003667906797e-05	0.000455047957034833	0.000263864820325801	207/890/983/1017/3066/79109/4193/5371/5562/5563/7157/94241	12
Target Of Rapamycin (TOR) Signaling%WikiPathways_20190910%WP1471%Homo sapiens	Target Of Rapamycin (TOR) Signaling%WikiPathways_20190910%WP1471%Homo sapiens	6/245	37/12465	7.56360821670931e-05	0.000457220116700078	0.000265124372227811	207/79109/5562/5563/79899/7248	6
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION	20/245	386/12465	7.65132974737899e-05	0.000460221774357274	0.00026686491813325	207/10533/1147/1499/1956/55294/2308/2309/2534/3066/10013/3082/3717/5594/5595/79109/4193/4233/5156/6714	20
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	17/245	296/12465	7.71466673500028e-05	0.000461734261515611	0.000267741951303293	983/1956/2308/2309/2534/3082/3315/3569/3717/3725/5594/5595/4233/4313/5156/5536/6714	17
Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	8/245	72/12465	8.03477130666841e-05	0.000478524064520301	0.000277477712742606	207/54205/1956/2309/5594/5595/5163/7157	8
miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	9/245	93/12465	8.64369484967557e-05	0.000512266033002832	0.000297043383378944	25/983/1017/54205/2177/4193/5371/5893/7157	9
EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	5/245	24/12465	8.81618646441904e-05	0.000517415992013719	0.000300029646668527	1147/5594/5599/5970/7124	5
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	5/245	24/12465	8.81618646441904e-05	0.000517415992013719	0.000300029646668527	25/10013/5594/5595/6714	5
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	8/245	73/12465	8.87267698359138e-05	0.000518215771650337	0.000300493408139937	1499/1956/2241/2534/5594/5595/4233/6714	8
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	4/245	13/12465	9.05567844654789e-05	0.00052384283453954	0.000303756325630868	54205/56616/5594/5595	4
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	4/245	13/12465	9.05567844654789e-05	0.00052384283453954	0.000303756325630868	8737/7124/7128/7186	4
Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	8/245	74/12465	9.78172665850249e-05	0.000563147977625215	0.000326547867396625	207/1499/2534/5076/5111/7099/7225/7471	8
Wnt Signaling in Kidney Disease%WikiPathways_20190910%WP4150%Homo sapiens	Wnt Signaling in Kidney Disease%WikiPathways_20190910%WP4150%Homo sapiens	6/245	39/12465	0.000102718505537145	0.000588562432200988	0.000341284732789916	1499/8321/5599/5601/7471/51384	6
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	8/245	75/12465	0.00010766547901432	0.000613997944001477	0.000356033808458477	207/695/1147/2353/3725/5594/5595/5970	8
Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	5/245	25/12465	0.00010844730841625	0.000615553032278153	0.000356935544379652	2353/2626/3725/5594/5599	5
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	8/245	76/12465	0.000118319706123459	0.000668451050015245	0.000387609071707939	207/3315/5594/5603/5595/4846/5829/6714	8
Ferroptosis%WikiPathways_20190910%WP4313%Homo sapiens	Ferroptosis%WikiPathways_20190910%WP4313%Homo sapiens	6/245	40/12465	0.000118877844194201	0.0006684805285153	0.000387626165157102	10533/1536/3162/84557/23657/7157	6
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	10/245	120/12465	0.000125213561621502	0.000700848129631461	0.000406394892982067	25/207/983/55294/10013/5594/5595/10891/133522/6714	10
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	5/245	26/12465	0.000132130742616519	0.000736156994577749	0.000426869146653416	8837/1612/8737/7099/7186	5
TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	7/245	58/12465	0.000133112903592624	0.000738227066254507	0.000428069501654697	1499/2353/3725/5595/5601/7124/7471	7
Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	6/245	41/12465	0.000136990423751535	0.000756262202354364	0.000438527383890999	596/54205/5603/5111/7124/7186	6
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	6/245	42/12465	0.000157221815185119	0.000864005338903678	0.000501003487623395	207/1147/3569/6714/7099/7124	6
Follicle Stimulating Hormone (FSH) signaling pathway%WikiPathways_20190910%WP2035%Homo sapiens	Follicle Stimulating Hormone (FSH) signaling pathway%WikiPathways_20190910%WP2035%Homo sapiens	5/245	27/12465	0.000159580221743882	0.00087299768365771	0.000506217802721723	207/2308/5594/5595/6714	5
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	9/245	101/12465	0.000163797688380851	0.000892033356993014	0.000517255858044793	9529/10013/3297/3303/3304/3315/5594/5595/23411	9
IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	6/245	43/12465	0.000179745359081521	0.000974493897441969	0.000565071556045755	207/3569/3717/5594/5595/5580	6
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	22/245	478/12465	0.000188313845637329	0.00101639035435505	0.00058936570110179	221/383/10533/847/948/1535/1536/2950/3303/3304/3934/5594/4257/4318/4353/4831/9588/5580/5660/140885/7226/8876	22
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	8/245	82/12465	0.000202139776209293	0.00108616439749793	0.000629824986925796	9529/3297/3303/3304/3315/5594/5595/23411	8
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway%WikiPathways_20190910%WP4577%Homo sapiens	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway%WikiPathways_20190910%WP4577%Homo sapiens	6/245	44/12465	0.000204742152583425	0.0010952799224485	0.000635110729485613	10533/23400/8678/84557/5562/7248	6
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	4/245	16/12465	0.000220035560001224	0.00116676750895386	0.000676563633244761	54205/56616/5594/5595	4
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	4/245	16/12465	0.000220035560001224	0.00116676750895386	0.000676563633244761	8837/8737/7099/7186	4
Notch Signaling Pathway%WikiPathways_20190910%WP61%Homo sapiens	Notch Signaling Pathway%WikiPathways_20190910%WP61%Homo sapiens	7/245	63/12465	0.000225368053571623	0.00118465207290475	0.000686934204479182	207/55294/3066/3091/3717/4137/6714	7
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	7/245	63/12465	0.000225368053571623	0.00118465207290475	0.000686934204479182	1147/1499/5970/8737/11035/6778/11277	7
Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	5/245	29/12465	0.000227338743825659	0.00118983784106157	0.00068994123211615	5594/5603/5595/5599/5601	5
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	8/245	84/12465	0.000239060615956175	0.00124579433056472	0.000722388249667933	207/596/1017/1147/54205/5970/7157/7186	8
ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	6/245	46/12465	0.000262918473170123	0.00136424220627759	0.000791071620200144	983/2539/3315/4217/5536/5562	6
Extracellular vesicle-mediated signaling in recipient cells%WikiPathways_20190910%WP2870%Homo sapiens	Extracellular vesicle-mediated signaling in recipient cells%WikiPathways_20190910%WP2870%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137534724021466	0.000797511002553622	207/1499/1956/3082/4233	5
PI3K-AKT-mTOR signaling pathway and therapeutic opportunities%WikiPathways_20190910%WP3844%Homo sapiens	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities%WikiPathways_20190910%WP3844%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137534724021466	0.000797511002553622	207/2308/2309/4846/5163	5
TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137534724021466	0.000797511002553622	1147/3569/8737/7099/7124	5
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	9/245	108/12465	0.000272397164626108	0.00138757479695341	0.000804601292735163	890/1017/2353/3569/3725/5594/5595/5598/5970	9
Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	10/245	132/12465	0.0002741803210312	0.00138757479695341	0.000804601292735163	207/558/1956/1965/5594/5595/8575/5970/388/7099	10
KEGG_GLIOMA	KEGG_GLIOMA	7/245	65/12465	0.000274301386659938	0.00138757479695341	0.000804601292735163	207/1956/5594/5595/4193/5156/7157	7
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	4/245	17/12465	0.000283318972677391	0.00142721932486236	0.000827589630715538	1147/5970/8737/11035	4
REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY	9/245	109/12465	0.000291915232322774	0.00146442122771051	0.000849161584306474	10533/8678/84557/65018/5562/5563/5071/6714/7248	9
Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	12/245	186/12465	0.000309336474966206	0.00154540412493448	0.000896120453795099	25/207/1147/1956/2113/5594/5595/5599/5601/4233/5156/5970	12
REACTOME_HSF1_ACTIVATION	REACTOME_HSF1_ACTIVATION	5/245	31/12465	0.000315016193336754	0.00156087941698416	0.000905093980855385	10013/3297/3303/3304/3315	5
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	5/245	31/12465	0.000315016193336754	0.00156087941698416	0.000905093980855385	25/10013/5594/5595/6714	5
NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	6/245	48/12465	0.000333353223731388	0.00164499611220918	0.000953870019355981	596/54205/2983/4846/5970/7124	6
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement%WikiPathways_20190910%WP4560%Homo sapiens	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement%WikiPathways_20190910%WP4560%Homo sapiens	4/245	18/12465	0.000358675372530183	0.00176275823328858	0.00102215574713351	3725/5594/5595/5829	4
IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	5/245	32/12465	0.000367424986879907	0.00178400324954943	0.00103447491550208	207/3717/5594/5595/5970	5
REACTOME_SIGNALLING_TO_ERKS	REACTOME_SIGNALLING_TO_ERKS	5/245	32/12465	0.000367424986879907	0.00178400324954943	0.00103447491550208	1398/5594/5603/5595/6714	5
Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	5/245	32/12465	0.000367424986879907	0.00178400324954943	0.00103447491550208	1147/5594/5970/7099/10333	5
REACTOME_PTEN_REGULATION	REACTOME_PTEN_REGULATION	10/245	138/12465	0.000392037890062261	0.0018958952363411	0.00109935677802723	207/57332/2146/3066/3725/5594/5595/5371/5978/7157	10
Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	11/245	165/12465	0.000415407262111235	0.00200090589598599	0.00116024842342664	207/1147/1398/2309/3717/5594/5595/653361/5580/5829/5970	11
Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	4/245	19/12465	0.00044735218300048	0.00212932594191961	0.00123471427218533	9131/54205/3303/8737	4
Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	4/245	19/12465	0.00044735218300048	0.00212932594191961	0.00123471427218533	596/3162/3569/7124	4
REACTOME_METABOLISM_OF_COFACTORS	REACTOME_METABOLISM_OF_COFACTORS	4/245	19/12465	0.00044735218300048	0.00212932594191961	0.00123471427218533	207/1719/2643/4846	4
Synaptic signaling pathways associated with autism spectrum disorder%WikiPathways_20190910%WP4539%Homo sapiens	Synaptic signaling pathways associated with autism spectrum disorder%WikiPathways_20190910%WP4539%Homo sapiens	6/245	51/12465	0.000465791662926839	0.00220840047246489	0.00128056655318586	207/5594/5595/5562/5563/7248	6
BMP Signaling Pathway in Eyelid Development%WikiPathways_20190910%WP3927%Homo sapiens	BMP Signaling Pathway in Eyelid Development%WikiPathways_20190910%WP3927%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257025385637176	0.00149039142252718	1956/3725/5595/5601	4
LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257025385637176	0.00149039142252718	3569/5594/7099/7124	4
REACTOME_REGULATED_NECROSIS	REACTOME_REGULATED_NECROSIS	4/245	20/12465	0.00055061683110032	0.00257025385637176	0.00149039142252718	8837/8737/11035/7186	4
TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257025385637176	0.00149039142252718	25/596/4193/7157	4
Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	5/245	35/12465	0.00056457280275035	0.00260522335314951	0.00151066888964135	207/5594/5595/5580/6714	5
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY	5/245	35/12465	0.00056457280275035	0.00260522335314951	0.00151066888964135	10533/8678/3630/5562/5563	5
REACTOME_ONCOGENE_INDUCED_SENESCENCE	REACTOME_ONCOGENE_INDUCED_SENESCENCE	5/245	35/12465	0.00056457280275035	0.00260522335314951	0.00151066888964135	2113/5594/5595/4193/7157	5
Wnt Signaling Pathway%WikiPathways_20190910%WP363%Homo sapiens	Wnt Signaling Pathway%WikiPathways_20190910%WP363%Homo sapiens	6/245	53/12465	0.00057466796749467	0.00264172461103063	0.00153183456614549	207/1499/5594/5599/5601/7248	6
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER	6/245	54/12465	0.000636024813121064	0.0029017132040127	0.0016825919584454	207/1956/2309/5594/5595/7157	6
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	6/245	54/12465	0.000636024813121064	0.0029017132040127	0.0016825919584454	596/1147/5603/5970/7128/7295	6
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	4/245	21/12465	0.000669752015597797	0.0030440984468336	0.00176515568812083	1147/5970/8737/11035	4
Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	8/245	98/12465	0.000681973831556399	0.00308803881030594	0.00179063501603218	207/596/1017/1147/54205/5970/7157/7186	8
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	6/245	55/12465	0.000702340438904121	0.00316839399490702	0.00183722989909719	1147/3569/5970/8737/11035/11277	6
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS	8/245	99/12465	0.00072957864960474	0.00327903564078859	0.00190138673698594	1398/1785/2534/5594/5603/5595/5598/6714	8
Photodynamic therapy-induced HIF-1 survival signaling%WikiPathways_20190910%WP3614%Homo sapiens	Photodynamic therapy-induced HIF-1 survival signaling%WikiPathways_20190910%WP3614%Homo sapiens	5/245	37/12465	0.000734243518148326	0.00328777930904195	0.00190645685413951	405/664/3091/4170/7157	5
Type II diabetes mellitus%WikiPathways_20190910%WP1584%Homo sapiens	Type II diabetes mellitus%WikiPathways_20190910%WP1584%Homo sapiens	4/245	22/12465	0.000806051257467495	0.00357262821432101	0.00207162978602394	5594/5599/5580/7124	4
Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	4/245	22/12465	0.000806051257467495	0.00357262821432101	0.00207162978602394	1147/3569/5970/7124	4
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	3/245	10/12465	0.000812632554953083	0.00357262821432101	0.00207162978602394	207/2308/2309	3
REACTOME_MET_RECEPTOR_RECYCLING	REACTOME_MET_RECEPTOR_RECYCLING	3/245	10/12465	0.000812632554953083	0.00357262821432101	0.00207162978602394	1398/3082/4233	3
REACTOME_SIGNAL_ATTENUATION	REACTOME_SIGNAL_ATTENUATION	3/245	10/12465	0.000812632554953083	0.00357262821432101	0.00207162978602394	3630/5594/5595	3
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	5/245	38/12465	0.000832105474894814	0.00364498376502837	0.00211358598886326	1499/4137/5580/8428/51765	5
KEGG_PEROXISOME	KEGG_PEROXISOME	7/245	78/12465	0.000838775267459245	0.00364776726028139	0.00211520003077568	215/847/4358/5052/25824/6647/6648	7
REACTOME_SIGNALING_BY_NTRK1_TRKA	REACTOME_SIGNALING_BY_NTRK1_TRKA	7/245	78/12465	0.000838775267459245	0.00364776726028139	0.00211520003077568	1398/1785/5594/5603/5595/5598/6714	7
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	6/245	57/12465	0.000850926027606552	0.00368734611962839	0.00213815029008098	207/1147/5594/5595/5371/5970	6
Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	8/245	102/12465	0.000888661532916703	0.00383711354748677	0.00222499466512227	655/1499/2113/3066/10013/4602/388/7471	8
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	6/245	58/12465	0.000933750618838927	0.00401745373016464	0.00232956700560676	8644/2876/2877/2878/2880/2882	6
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	4/245	23/12465	0.000960814720689129	0.00411923757912467	0.00238858754751385	1147/8737/11035/7099	4
miRNA regulation of prostate cancer signaling pathways%WikiPathways_20190910%WP3981%Homo sapiens	miRNA regulation of prostate cancer signaling pathways%WikiPathways_20190910%WP3981%Homo sapiens	6/245	59/12465	0.00102264285757011	0.00436881701343555	0.00253330906878071	596/1499/2308/5594/4193/7157	6
Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	5/245	40/12465	0.00105658118169367	0.00449791073474523	0.00260816555599697	1535/1536/653361/4688/4689	5
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	3/245	11/12465	0.00110120224958518	0.00463886243814801	0.00268989803126253	1398/3082/4233	3
REACTOME_REGULATION_BY_C_FLIP	REACTOME_REGULATION_BY_C_FLIP	3/245	11/12465	0.00110120224958518	0.00463886243814801	0.00268989803126253	8837/8737/7186	3
