ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Photodynamic therapy-induced AP-1 survival signaling.%WikiPathways_20190910%WP3611%Homo sapiens	Photodynamic therapy-induced AP-1 survival signaling.%WikiPathways_20190910%WP3611%Homo sapiens	13/627	51/12465	9.46134064820772e-07	8.92256986129589e-06	6.10699107629197e-06	1956/2353/3458/3558/3569/3725/5606/5603/1432/4780/5925/7124/7132	13
 Control of immune tolerance by vasoactive intestinal peptide%WikiPathways_20190910%WP4484%Homo sapiens	 Control of immune tolerance by vasoactive intestinal peptide%WikiPathways_20190910%WP4484%Homo sapiens	7/627	13/12465	1.03719141950325e-06	9.71383412196835e-06	6.64856641322227e-06	940/3458/3586/3558/3565/3567/7040	7
Oxysterols derived from cholesterol%WikiPathways_20190910%WP4545%Homo sapiens	Oxysterols derived from cholesterol%WikiPathways_20190910%WP4545%Homo sapiens	8/627	18/12465	1.09506171138218e-06	1.01855740003904e-05	6.97144550216629e-06	2053/2099/3605/27190/27189/53342/112744/64806	8
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	11/627	37/12465	1.23257717356215e-06	1.13866653176694e-05	7.7935241264259e-06	940/958/959/3133/3458/3586/3593/3558/3565/3567/7124	11
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	9/627	24/12465	1.28862270863212e-06	1.17446284451169e-05	8.03852950704461e-06	1270/3569/3570/3572/3717/5008/9180/9021/6774	9
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	9/627	24/12465	1.28862270863212e-06	1.17446284451169e-05	8.03852950704461e-06	1535/1536/1432/27035/5580/5590/5879/6279/6280	9
Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	9/627	25/12465	1.92413739681531e-06	1.74198572325012e-05	1.19229005009678e-05	183/2353/3572/3725/5606/1432/4776/5879/6774	9
REACTOME_CLEC7A_DECTIN_1_SIGNALING	REACTOME_CLEC7A_DECTIN_1_SIGNALING	18/627	100/12465	2.13129428057536e-06	1.91675339935188e-05	1.31190857424053e-05	6361/6367/1147/64581/3551/8517/3553/4775/4790/4792/5580/5682/5687/5692/29108/5970/5971/6850	18
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	12/627	48/12465	3.10296846855197e-06	2.7722573554563e-05	1.89745232529875e-05	6370/940/958/959/7852/3586/3600/3558/3565/3567/3569/7040	12
VEGFA-VEGFR2 Signaling Pathway%WikiPathways_20190910%WP3888%Homo sapiens	VEGFA-VEGFR2 Signaling Pathway%WikiPathways_20190910%WP3888%Homo sapiens	30/627	238/12465	3.14486594964715e-06	2.79132546380447e-05	1.91050335984756e-05	207/301/6347/1003/3576/2113/2152/2697/9759/10014/9734/3383/83737/3725/5606/1432/9261/4790/4792/55872/5580/5590/5587/5743/5879/5970/253260/9252/6401/6774	30
Corticotropin-releasing hormone signaling pathway%WikiPathways_20190910%WP2355%Homo sapiens	Corticotropin-releasing hormone signaling pathway%WikiPathways_20190910%WP2355%Homo sapiens	17/627	93/12465	3.27248144121962e-06	2.88573363453003e-05	1.97512037771492e-05	207/1392/1393/3576/2353/2697/3606/3558/3848/1432/4790/4792/5580/5588/5970/7040/7099	17
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	20/627	124/12465	3.48144542385106e-06	3.0501954100579e-05	2.08768509966756e-05	197/335/336/348/351/718/720/1435/2147/2335/3479/3487/3569/3827/5624/7857/5265/462/6696/7076	20
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	13/627	57/12465	3.6802018032e-06	3.20366285176e-05	2.19272482606316e-05	3458/3586/3593/51561/149233/246778/3572/3717/4282/27250/6647/6774/6845	13
Oxidative Stress%WikiPathways_20190910%WP408%Homo sapiens	Oxidative Stress%WikiPathways_20190910%WP408%Homo sapiens	10/627	34/12465	4.22000839277069e-06	3.65017286457491e-05	2.49833550842543e-05	1536/2353/2876/3162/1432/4780/4790/27035/50507/6647	10
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	20/627	126/12465	4.48247759719791e-06	3.85266112468023e-05	2.63692719408778e-05	207/814/3551/3656/3725/5603/1432/5598/9261/4790/4792/5293/5294/5580/5663/5879/5970/8767/8986/9252	20
TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	13/627	58/12465	4.52815465080854e-06	3.86744277723144e-05	2.64704439368682e-05	2353/3458/3694/3725/4790/5054/4086/4088/6696/6774/7040/7057/7124	13
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	15/627	76/12465	4.59996254506981e-06	3.904218210128e-05	2.67221508374779e-05	207/5603/1432/9261/4775/4776/5293/5294/5320/26279/30814/100137049/5743/5879/8877	15
Extracellular vesicles in the crosstalk of cardiac cells%WikiPathways_20190910%WP4300%Homo sapiens	Extracellular vesicles in the crosstalk of cardiac cells%WikiPathways_20190910%WP4300%Homo sapiens	9/627	28/12465	5.67783308070545e-06	4.78912877242112e-05	3.27788598251907e-05	975/1956/3479/3569/4318/6647/6696/6774/7099	9
REACTOME_INTERLEUKIN_6_SIGNALING	REACTOME_INTERLEUKIN_6_SIGNALING	6/627	11/12465	5.88236913189022e-06	4.93102301302896e-05	3.37500451166931e-05	3569/3570/3572/3717/9021/6774	6
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	21/627	140/12465	6.52251576405226e-06	5.43409595557238e-05	3.71932929910116e-05	6361/6367/1147/64581/2207/3551/8517/3553/4067/4775/4790/4792/5580/5682/5687/5692/29108/5970/5971/9252/6850	21
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	8/627	22/12465	6.68699803949821e-06	5.53716057173083e-05	3.78987116102498e-05	2161/2147/2157/3818/3827/5547/5624/462	8
REACTOME_DEATH_RECEPTOR_SIGNALLING	REACTOME_DEATH_RECEPTOR_SIGNALLING	21/627	141/12465	7.31007452175945e-06	6.01641284881778e-05	4.11789205914743e-05	29/329/330/1147/1540/3551/8517/4615/4790/4792/90268/5663/5879/5970/8767/81858/7124/7128/7132/8717/331	21
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	23/627	164/12465	7.62105462098523e-06	6.23457359957708e-05	4.26721067237157e-05	116/720/721/1051/3576/2625/2697/9734/3091/3586/3596/3552/3553/3557/3569/3570/3725/4790/5354/6095/6863/6869/7124	23
Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	11/627	44/12465	8.01251935460277e-06	6.5155696308686e-05	4.45953645768311e-05	207/1147/3383/3551/3572/3673/3717/5970/9021/6774/7040	11
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	14/627	70/12465	8.11164099983124e-06	6.55690980819692e-05	4.48783145542042e-05	207/1147/1956/3551/8517/4790/5293/5294/5879/5925/5970/4088/6774/7040	14
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	17/627	100/12465	9.08158485364529e-06	7.29751019600609e-05	4.99473025585101e-05	329/330/958/959/1147/4049/5682/5687/5692/5971/7124/8792/7132/7133/7293/8600/7292	17
Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	20/627	132/12465	9.2409264699203e-06	7.38186949773633e-05	5.05246939500906e-05	207/558/153090/1956/84868/3133/3565/3661/3673/4153/4790/5293/5879/5966/5970/5971/9021/29110/7099/7301	20
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	8/627	23/12465	9.80390352251132e-06	7.64068788987813e-05	5.2296158489748e-05	8517/3656/5606/1432/9261/10392/64127/8767	8
Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	7/627	17/12465	9.84624728077078e-06	7.64068788987813e-05	5.2296158489748e-05	207/3630/3717/3952/5294/9021/6774	7
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4337%Homo sapiens	ncRNAs involved in STAT3 signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4337%Homo sapiens	7/627	17/12465	9.84624728077078e-06	7.64068788987813e-05	5.2296158489748e-05	3569/3570/3572/3717/4790/5970/6774	7
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	7/627	17/12465	9.84624728077078e-06	7.64068788987813e-05	5.2296158489748e-05	929/3661/23643/29110/148022/353376/7099	7
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	7/627	17/12465	9.84624728077078e-06	7.64068788987813e-05	5.2296158489748e-05	329/330/958/959/4049/8792/8600	7
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	6/627	12/12465	1.12643152609023e-05	8.69144325244622e-05	5.94879807139758e-05	3162/3586/3588/3552/3569/6774	6
Sleep regulation%WikiPathways_20190910%WP3591%Homo sapiens	Sleep regulation%WikiPathways_20190910%WP3591%Homo sapiens	10/627	38/12465	1.26743547491886e-05	9.72416596011196e-05	6.65563796820314e-05	100/134/135/191/1392/2353/51738/3606/3569/5729	10
Circadian rhythm related genes%WikiPathways_20190910%WP3594%Homo sapiens	Circadian rhythm related genes%WikiPathways_20190910%WP3594%Homo sapiens	26/627	207/12465	1.51163340920074e-05	0.000115325739870484	7.89339030351423e-05	100/107/9370/134/135/191/9575/1392/1660/51738/3569/3725/3952/10135/4843/9572/9975/10062/5187/5465/5468/60675/5971/6095/5054/8792	26
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	15/627	84/12465	1.65056277953126e-05	0.000125221466737623	8.57069646766306e-05	9370/948/23097/1050/1051/2167/9314/3952/4023/4790/5465/5468/5970/7040/7124	15
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	18/627	116/12465	1.84043422397943e-05	0.000138850537564671	9.50352877060725e-05	1003/7852/1535/1536/50848/3383/3683/3684/3689/83700/5603/1432/4318/27035/5293/5294/5879/7412	18
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	15/627	85/12465	1.9128760528253e-05	0.00014351854584181	9.82302736053933e-05	960/961/50848/2335/3339/3383/3673/3683/3684/3689/3694/83700/6696/7057/7412	15
Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	11/627	48/12465	1.96458050461206e-05	0.000145786903019846	9.97828349480846e-05	1956/3458/3593/27190/3553/3558/3725/4780/7040/7124/54658	11
Aryl Hydrocarbon Receptor%WikiPathways_20190910%WP2586%Homo sapiens	Aryl Hydrocarbon Receptor%WikiPathways_20190910%WP2586%Homo sapiens	11/627	48/12465	1.96458050461206e-05	0.000145786903019846	9.97828349480846e-05	6346/948/1956/2099/4023/4780/4790/5743/5925/5970/7124	11
Osteopontin Signaling%WikiPathways_20190910%WP1434%Homo sapiens	Osteopontin Signaling%WikiPathways_20190910%WP1434%Homo sapiens	6/627	13/12465	2.00304214106729e-05	0.000147034120409156	0.000100636484242527	1147/3551/4318/4790/5970/6696	6
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	6/627	13/12465	2.00304214106729e-05	0.000147034120409156	0.000100636484242527	3428/3661/197358/147945/29110/11277	6
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	12/627	57/12465	2.07881675481216e-05	0.000151775975969619	0.000103882014402894	207/1050/1147/3551/8517/3815/4790/5293/5294/5467/5970/6774	12
Prolactin Signaling Pathway%WikiPathways_20190910%WP2037%Homo sapiens	Prolactin Signaling Pathway%WikiPathways_20190910%WP2037%Homo sapiens	14/627	76/12465	2.18196111416816e-05	0.000158454716205367	0.000108453231849732	207/2353/3717/3725/1432/4790/4792/4843/5294/5879/5970/140885/9021/6774	14
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	7/627	19/12465	2.33524948660336e-05	0.000167792000148537	0.000114844071103913	51738/3479/3630/9314/3952/7941/7349	7
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	7/627	19/12465	2.33524948660336e-05	0.000167792000148537	0.000114844071103913	329/330/1147/3551/8517/148022/7098	7
Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)%WikiPathways_20190910%WP2817%Homo sapiens	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)%WikiPathways_20190910%WP2817%Homo sapiens	9/627	33/12465	2.5284280916568e-05	0.000179769913532457	0.000123042270869824	1050/1051/1147/1956/2099/51083/3717/8792/8600	9
White fat cell differentiation%WikiPathways_20190910%WP4149%Homo sapiens	White fat cell differentiation%WikiPathways_20190910%WP4149%Homo sapiens	9/627	33/12465	2.5284280916568e-05	0.000179769913532457	0.000123042270869824	1050/1051/2625/3630/3661/9314/10062/5468/6095	9
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	8/627	26/12465	2.73114759142878e-05	0.000193171793185432	0.000132215094475417	3588/50604/53833/50616/116379/3717/9021/6774	8
Hair Follicle Development: Cytodifferentiation (Part 3 of 3)%WikiPathways_20190910%WP2840%Homo sapiens	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)%WikiPathways_20190910%WP2840%Homo sapiens	15/627	88/12465	2.93427603521318e-05	0.000206463567659041	0.000141312557354417	654/4345/1956/1991/2353/2625/3458/3479/3725/4790/4851/3516/4086/7040/7474	15
IL-2 Signaling Pathway%WikiPathways_20190910%WP49%Homo sapiens	IL-2 Signaling Pathway%WikiPathways_20190910%WP49%Homo sapiens	10/627	42/12465	3.28757632003787e-05	0.000230130342402651	0.000157511117232417	207/2353/3558/3559/3725/4137/9111/9021/6774/6850	10
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	15/627	89/12465	3.36829754702781e-05	0.000234571695839168	0.000160550970797601	207/1147/84699/1956/2950/3479/3551/8517/3630/4790/4792/5293/5294/5925/5970	15
Nuclear Receptors Meta-Pathway%WikiPathways_20190910%WP2882%Homo sapiens	Nuclear Receptors Meta-Pathway%WikiPathways_20190910%WP2882%Homo sapiens	34/627	322/12465	3.42395790814973e-05	0.000237231369350374	0.000162371365891311	177/335/336/329/330/6347/6364/1956/1969/2099/2678/728441/2950/3082/3162/3458/3593/27190/3553/3558/3725/4258/4780/10062/9971/5465/5467/5743/5265/6774/7040/7124/7128/54658	34
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway%WikiPathways_20190910%WP3932%Homo sapiens	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway%WikiPathways_20190910%WP3932%Homo sapiens	33/627	309/12465	3.5493019086508e-05	0.000244667613804456	0.000167461051848178	207/84699/1435/1436/1956/1969/2056/2149/2335/3082/3091/3479/3551/8517/3558/3559/3566/3570/3630/3673/3683/3689/3694/3717/3815/4843/5008/9180/5293/5294/6696/7010/7057	33
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	10/627	43/12465	4.09314555034141e-05	0.000280731901887052	0.000192145003772008	940/3133/3458/3593/3552/3553/3558/3630/4049/7124	10
REACTOME_INTERLEUKIN_37_SIGNALING	REACTOME_INTERLEUKIN_37_SIGNALING	7/627	21/12465	4.93376449513007e-05	0.000335002609219332	0.000229290213115782	8809/27178/5771/59307/4088/6774/29110	7
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	7/627	21/12465	4.93376449513007e-05	0.000335002609219332	0.000229290213115782	4363/246/240/57834/2678/2687/9261	7
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	32/627	301/12465	5.080284125243e-05	0.000343235116521393	0.000234924895658003	101/351/650/960/961/1215/1991/50848/2335/3339/3383/3673/3683/3684/3689/3694/83700/3818/84695/64386/4314/4317/4318/5663/80274/6382/5054/6696/7040/7057/7076/7412	32
Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	23/627	186/12465	5.94240205470824e-05	0.000397935988278907	0.000272364528060054	207/1147/1436/1956/1969/2113/3551/8517/3815/27040/4790/5293/5320/26279/30814/100137049/8605/5879/10125/5966/5970/7010/84630	23
TYROBP Causal Network%WikiPathways_20190910%WP3945%Homo sapiens	TYROBP Causal Network%WikiPathways_20190910%WP3945%Homo sapiens	12/627	63/12465	5.94852765983934e-05	0.000397935988278907	0.000272364528060054	718/2876/3606/3684/3689/84695/375387/29108/6696/10312/7133/7305	12
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	13/627	73/12465	6.17813802362541e-05	0.000411270168435456	0.000281491015214718	207/613/1147/3551/8517/4790/4792/5293/5294/5925/5970/4088/7040	13
Composition of Lipid Particles%WikiPathways_20190910%WP3601%Homo sapiens	Composition of Lipid Particles%WikiPathways_20190910%WP3601%Homo sapiens	5/627	10/12465	6.4660583476278e-05	0.000426257632819347	0.000291749081295623	335/336/348/3949/4023	5
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190910%WP2815%Homo sapiens	Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190910%WP2815%Homo sapiens	5/627	10/12465	6.4660583476278e-05	0.000426257632819347	0.000291749081295623	1116/3572/4318/9021/6774	5
GPCRs, Other%WikiPathways_20190910%WP117%Homo sapiens	GPCRs, Other%WikiPathways_20190910%WP117%Homo sapiens	15/627	94/12465	6.49873114182976e-05	0.00042634187877318	0.000291806742854599	2532/30817/135/140/27202/1234/1268/3579/2833/2149/2840/59340/56413/5737/6608	15
Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	8/627	29/12465	6.56191981262904e-05	0.0004284176493053	0.000293227489602806	107/113/135/1268/1269/5603/1432/222236	8
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	7/627	22/12465	6.9241280176809e-05	0.000447760278476698	0.000306466418025676	2147/2149/2157/5196/5197/5624/462	7
Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	7/627	22/12465	6.9241280176809e-05	0.000447760278476698	0.000306466418025676	9370/1050/1051/3569/3952/5468/7124	7
Interferon type I signaling pathways%WikiPathways_20190910%WP585%Homo sapiens	Interferon type I signaling pathways%WikiPathways_20190910%WP585%Homo sapiens	11/627	55/12465	7.54887413779241e-05	0.000485846970574507	0.000332534590355236	5606/1432/27250/5293/5788/5879/5966/8986/9252/9021/6774	11
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	6/627	16/12465	8.20773077879458e-05	0.000518423181283863	0.000354831151905783	929/23643/148022/353376/7099/8717	6
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	REACTOME_P75NTR_SIGNALS_VIA_NF_KB	6/627	16/12465	8.20773077879458e-05	0.000518423181283863	0.000354831151905783	3551/4615/4790/4792/5970/8767	6
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	6/627	16/12465	8.20773077879458e-05	0.000518423181283863	0.000354831151905783	3428/3661/197358/147945/29110/11277	6
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	6/627	16/12465	8.20773077879458e-05	0.000518423181283863	0.000354831151905783	929/3656/23643/148022/353376/7099	6
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	9/627	38/12465	8.52772064686356e-05	0.000536140955483367	0.000366957959609187	2099/8517/10392/64127/8767/7128/10318/79155/79931	9
REACTOME_ANTIMICROBIAL_PEPTIDES	REACTOME_ANTIMICROBIAL_PEPTIDES	15/627	97/12465	9.4092456965007e-05	0.000588836666168108	0.000403025173417905	729230/1235/1191/245928/1991/4069/8993/5320/5068/130120/6279/6280/6556/7096/7097	15
Blood Clotting Cascade%WikiPathways_20190910%WP272%Homo sapiens	Blood Clotting Cascade%WikiPathways_20190910%WP272%Homo sapiens	7/627	23/12465	9.5245132463064e-05	0.000593316008646059	0.000406091028319099	2161/2147/2152/2157/3818/5054/5345	7
Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	15/627	98/12465	0.000106046169978697	0.000657583099685256	0.000450078193180436	207/329/330/1147/2335/3551/8517/3673/4790/4792/4843/5293/5743/5925/5970	15
Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS%WikiPathways_20190910%WP4304%Homo sapiens	Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS%WikiPathways_20190910%WP4304%Homo sapiens	8/627	31/12465	0.000110306926003944	0.000680448452788101	0.000465728225573128	650/1270/2919/2920/3479/3553/5354/7124	8
NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	10/627	48/12465	0.000111236786832812	0.000680448452788101	0.000465728225573128	3458/3553/4790/4792/4843/4878/5138/5970/7124/331	10
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	10/627	48/12465	0.000111236786832812	0.000680448452788101	0.000465728225573128	29760/3055/3558/3559/3567/3568/3717/4067/5293/6850	10
Nucleotide GPCRs%WikiPathways_20190910%WP80%Homo sapiens	Nucleotide GPCRs%WikiPathways_20190910%WP80%Homo sapiens	5/627	11/12465	0.000113642428763268	0.000691048614079575	0.000472983432472107	134/135/136/140/1241	5
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	23/627	194/12465	0.000113987400260549	0.000691048614079575	0.000472983432472107	960/961/50848/2147/2207/2335/3683/3684/3689/83700/4067/4282/4973/5196/5197/5624/6382/6401/6403/140885/7010/7040/54210	23
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	18/627	133/12465	0.000117053858308399	0.000706485064812469	0.000483548804146508	940/958/959/923/1003/50848/3133/3383/3683/3684/3689/83700/5788/6382/6401/6403/6614/7412	18
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM	6/627	17/12465	0.000121476068064587	0.000729931417839419	0.00049959649790885	59272/183/185/186/1215/4142	6
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling%WikiPathways_20190910%WP3612%Homo sapiens	Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling%WikiPathways_20190910%WP3612%Homo sapiens	7/627	24/12465	0.000128673668918081	0.000769774636082616	0.000526866912379622	2353/2950/3162/3725/5603/1432/4780	7
Pancreatic adenocarcinoma pathway%WikiPathways_20190910%WP4263%Homo sapiens	Pancreatic adenocarcinoma pathway%WikiPathways_20190910%WP4263%Homo sapiens	14/627	89/12465	0.000132523385863727	0.000789327885977815	0.000540249998696544	207/1147/1956/3551/8517/4790/5293/5580/5879/5925/5970/4088/6774/7040	14
Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	9/627	41/12465	0.000160110451166942	0.000945347794281337	0.000647036743159771	207/2353/3725/4317/4318/5293/5294/5879/6774	9
Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	9/627	41/12465	0.000160110451166942	0.000945347794281337	0.000647036743159771	712/719/721/727/728/5603/4790/7124/7133	9
Differentiation of white and brown adipocyte   %WikiPathways_20190910%WP2895%Homo sapiens	Differentiation of white and brown adipocyte   %WikiPathways_20190910%WP2895%Homo sapiens	7/627	25/12465	0.000171023826133177	0.00100466622191378	0.000687636829664264	9370/650/1050/1051/3952/5468/4086	7
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	18/627	137/12465	0.000171636644686301	0.00100466622191378	0.000687636829664264	2207/3133/3383/3440/3458/3459/3683/3689/27040/259197/4775/4776/5293/5294/5879/6850/7124/7305	18
