nodes	nodes2	type
4920	ROR2	Gene
284654	RSPO1	Gene
26108	PYGO1	Gene
83595	SOX7	Gene
2783	GNB2	Gene
10524	KAT5	Gene
8658	TNKS	Gene
5707	PSMD1	Gene
2787	GNG5	Gene
5708	PSMD2	Gene
2788	GNG7	Gene
23513	SCRIB	Gene
6657	SOX2	Gene
84133	ZNRF3	Gene
83999	KREMEN1	Gene
139285	AMER1	Gene
6736	SRY	Gene
4919	ROR1	Gene
5148	PDE6G	Gene
5719	PSMD13	Gene
283149	BCL9L	Gene
54331	GNG2	Gene
8295	TRRAP	Gene
6925	TCF4	Gene
7088	TLE1	Gene
5718	PSMD12	Gene
57154	SMURF1	Gene
5696	PSMB8	Gene
55366	LGR4	Gene
5699	PSMB10	Gene
7311	UBA52	Gene
122706	PSMB11	Gene
5698	PSMB9	Gene
2790	GNG10	Gene
5691	PSMB3	Gene
114881	OSBPL7	Gene
9971	NR1H4	Gene
10858	CYP46A1	Gene
26031	OSBPL3	Gene
8647	ABCB11	Gene
114880	OSBPL6	Gene
10998	SLC27A5	Gene
8648	NCOA1	Gene
80270	HSD3B7	Gene
10005	ACOT8	Gene
5007	OSBP	Gene
6342	SCP2	Gene
114883	OSBPL9	Gene
6718	AKR1D1	Gene
5740	PTGIS	Gene
9885	OSBPL2	Gene
3295	HSD17B4	Gene
1593	CYP27A1	Gene
570	BAAT	Gene
9023	CH25H	Gene
11001	SLC27A2	Gene
114876	OSBPL1A	Gene
51302	CYP39A1	Gene
1646	AKR1C2	Gene
1581	CYP7A1	Gene
8309	ACOX2	Gene
9420	CYP7B1	Gene
1582	CYP8B1	Gene
6256	RXRA	Gene
1645	AKR1C1	Gene
8644	AKR1C3	Gene
1109	AKR1C4	Gene
23600	AMACR	Gene
4267	CD99	Gene
3683	ITGAL	Gene
7305	TYROBP	Gene
933	CD22	Gene
57823	SLAMF7	Gene
1308	COL17A1	Gene
29121	CLEC2D	Gene
2213	FCGR2B	Gene
5817	PVR	Gene
3385	ICAM3	Gene
29992	PILRA	Gene
6614	SIGLEC1	Gene
3383	ICAM1	Gene
4345	CD200	Gene
54209	TREM2	Gene
9436	NCR2	Gene
8174	MADCAM1	Gene
958	CD40	Gene
959	CD40LG	Gene
10859	LILRB1	Gene
11024	LILRA1	Gene
27181	SIGLEC8	Gene
3386	ICAM4	Gene
7087	ICAM5	Gene
945	CD33	Gene
946	SIGLEC6	Gene
8778	SIGLEC5	Gene
10990	LILRB5	Gene
56654	NPDC1	Gene
3384	ICAM2	Gene
1277	COL1A1	Gene
56253	CRTAM	Gene
975	CD81	Gene
9976	CLEC2B	Gene
3820	KLRB1	Gene
80329	ULBP1	Gene
79865	TREML2	Gene
3676	ITGA4	Gene
11126	CD160	Gene
29990	PILRB	Gene
54210	TREM1	Gene
3802	KIR2DL1	Gene
10870	HCST	Gene
27180	SIGLEC9	Gene
5819	NECTIN2	Gene
79465	ULBP3	Gene
10288	LILRB2	Gene
6441	SFTPD	Gene
3824	KLRD1	Gene
3821	KLRC1	Gene
10219	KLRG1	Gene
196500	PIANP	Gene
1280	COL2A1	Gene
3695	ITGB7	Gene
89790	SIGLEC10	Gene
51348	KLRF1	Gene
2209	FCGR1A	Gene
10666	CD226	Gene
10225	CD96	Gene
925	CD8A	Gene
1525	CXADR	Gene
81035	COLEC12	Gene
912	CD1D	Gene
909	CD1A	Gene
911	CD1C	Gene
910	CD1B	Gene
3689	ITGB2	Gene
120425	JAML	Gene
917	CD3G	Gene
114132	SIGLEC11	Gene
146894	CD300LG	Gene
340205	TREML1	Gene
7412	VCAM1	Gene
114836	SLAMF6	Gene
131450	CD200R1	Gene
135250	RAET1E	Gene
1278	COL1A2	Gene
567	B2M	Gene
915	CD3D	Gene
3903	LAIR1	Gene
3904	LAIR2	Gene
3811	KIR3DL1	Gene
10871	CD300C	Gene
11314	CD300A	Gene
1281	COL3A1	Gene
27036	SIGLEC7	Gene
126014	OSCAR	Gene
926	CD8B	Gene
947	CD34	Gene
930	CD19	Gene
124599	CD300LB	Gene
339390	CLEC4G	Gene
4068	SH2D1A	Gene
8519	IFITM1	Gene
146722	CD300LF	Gene
342510	CD300E	Gene
11006	LILRB4	Gene
353514	LILRA5	Gene
285852	TREML4	Gene
374383	NCR3LG1	Gene
6402	SELL	Gene
3805	KIR2DL4	Gene
9437	NCR1	Gene
117157	SH2D1B	Gene
919	CD247	Gene
916	CD3E	Gene
2214	FCGR3A	Gene
100131439	CD300LD	Gene
259197	NCR3	Gene
4277	MICB	Gene
3107	HLA-C	Gene
11025	LILRB3	Gene
3133	HLA-E	Gene
3135	HLA-G	Gene
3134	HLA-F	Gene
3106	HLA-B	Gene
3105	HLA-A	Gene
22914	KLRK1	Gene
23547	LILRA4	Gene
11027	LILRA2	Gene
3812	KIR3DL2	Gene
3804	KIR2DL3	Gene
79168	LILRA6	Gene
89858	SIGLEC12	Gene
952	CD38	Gene
65220	NADK	Gene
5646	PRSS3	Gene
54884	RETSAT	Gene
6515	SLC2A3	Gene
2817	GPC1	Gene
119391	GSTO2	Gene
10797	MTHFD2	Gene
80347	COASY	Gene
51109	RDH11	Gene
5743	PTGS2	Gene
55034	MOCOS	Gene
113235	SLC46A1	Gene
32	ACACB	Gene
2239	GPC4	Gene
27231	NMRK2	Gene
3320	HSP90AA1	Gene
4036	LRP2	Gene
338	APOB	Gene
57017	COQ9	Gene
9962	SLC23A2	Gene
1727	CYB5R3	Gene
4522	MTHFD1	Gene
113278	SLC52A3	Gene
54	ACP5	Gene
143	PARP4	Gene
4363	ABCC1	Gene
23475	QPRT	Gene
10135	NAMPT	Gene
54981	NMRK1	Gene
8029	CUBN	Gene
55163	PNPO	Gene
683	BST1	Gene
337	APOA4	Gene
345	APOC3	Gene
84274	COQ5	Gene
8876	VNN1	Gene
8875	VNN2	Gene
83594	NUDT12	Gene
5948	RBP2	Gene
5947	RBP1	Gene
6382	SDC1	Gene
6697	SPR	Gene
4548	MTR	Gene
6513	SLC2A1	Gene
10560	SLC19A2	Gene
335	APOA1	Gene
7276	TTR	Gene
5826	ABCD4	Gene
51004	COQ6	Gene
79646	PANK3	Gene
25902	MTHFD1L	Gene
51248	PDZD11	Gene
29914	UBIAD1	Gene
9227	LRAT	Gene
8034	SLC25A16	Gene
6385	SDC4	Gene
27304	MOCS3	Gene
4552	MTRR	Gene
4337	MOCS1	Gene
60386	SLC25A19	Gene
80025	PANK2	Gene
79717	PPCS	Gene
3949	LDLR	Gene
2643	GCH1	Gene
51805	COQ3	Gene
55065	SLC52A1	Gene
25974	MMACHC	Gene
2694	CBLIF	Gene
6947	TCN1	Gene
55312	RFK	Gene
4907	NT5E	Gene
53630	BCO1	Gene
80704	SLC19A3	Gene
160428	ALDH1L2	Gene
10588	MTHFS	Gene
2356	FPGS	Gene
5168	ENPP2	Gene
1208	CLPS	Gene
7274	TTPA	Gene
56965	PARP6	Gene
2644	GCHFR	Gene
8884	SLC5A6	Gene
5950	RBP4	Gene
3417	IDH1	Gene
83666	PARP9	Gene
54956	PARP16	Gene
60490	PPCDC	Gene
326625	MMAB	Gene
3339	HSPG2	Gene
10840	ALDH1L1	Gene
2719	GPC3	Gene
29967	LRP12	Gene
93100	NAPRT	Gene
23590	PDSS1	Gene
9446	GSTO1	Gene
60496	AASDHPPT	Gene
5805	PTS	Gene
166785	MMAA	Gene
79668	PARP8	Gene
133686	NADK2	Gene
53354	PANK1	Gene
5169	ENPP3	Gene
23057	NMNAT2	Gene
7804	LRP8	Gene
55229	PANK4	Gene
336	APOA2	Gene
3141	HLCS	Gene
8566	PDXK	Gene
80308	FLAD1	Gene
11330	CTRC	Gene
9672	SDC3	Gene
128240	NAXE	Gene
441024	MTHFD2L	Gene
151056	PLB1	Gene
349565	NMNAT3	Gene
4338	MOCS2	Gene
57107	PDSS2	Gene
81034	SLC25A32	Gene
2350	FOLR2	Gene
81693	AMN	Gene
1528	CYB5A	Gene
4837	NNMT	Gene
10229	COQ7	Gene
79001	VKORC1	Gene
51293	CD320	Gene
55788	LMBRD1	Gene
27249	MMADHC	Gene
1504	CTRB1	Gene
440387	CTRB2	Gene
6383	SDC2	Gene
2194	FASN	Gene
686	BTD	Gene
9963	SLC23A1	Gene
10243	GPHN	Gene
55191	NADSYN1	Gene
9390	SLC22A13	Gene
27235	COQ2	Gene
54625	PARP14	Gene
5091	PC	Gene
64802	NMNAT1	Gene
6573	SLC19A1	Gene
4524	MTHFR	Gene
84875	PARP10	Gene
200895	DHFR2	Gene
2262	GPC5	Gene
10082	GPC6	Gene
55328	RNLS	Gene
6948	TCN2	Gene
79581	SLC52A2	Gene
375790	AGRN	Gene
27010	TPK1	Gene
154807	VKORC1L1	Gene
26020	LRP10	Gene
83875	BCO2	Gene
5167	ENPP1	Gene
57016	AKR1B10	Gene
55937	APOM	Gene
5644	PRSS1	Gene
221914	GPC2	Gene
55739	NAXD	Gene
1719	DHFR	Gene
344	APOC2	Gene
9054	NFS1	Gene
160728	SLC5A8	Gene
79178	THTPA	Gene
338328	GPIHBP1	Gene
31	ACACA	Gene
414	ARSD	Gene
416	ARSF	Gene
5476	CTSA	Gene
57704	GBA2	Gene
412	STS	Gene
57488	ESYT2	Gene
25870	SUMF2	Gene
2583	B4GALNT1	Gene
51228	GLTP	Gene
23344	ESYT1	Gene
22901	ARSG	Gene
285362	SUMF1	Gene
415	ARSE	Gene
83850	ESYT3	Gene
79411	GLB1L	Gene
153642	ARSK	Gene
8706	B3GALNT1	Gene
79642	ARSJ	Gene
340075	ARSI	Gene
2760	GM2A	Gene
5660	PSAP	Gene
347527	ARSH	Gene
80772	CPTP	Gene
974	CD79B	Gene
2534	FYN	Gene
27071	DAPP1	Gene
2280	FKBP1A	Gene
29760	BLNK	Gene
973	CD79A	Gene
5777	PTPN6	Gene
640	BLK	Gene
8915	BCL10	Gene
7220	TRPC1	Gene
30011	SH3KBP1	Gene
118788	PIK3AP1	Gene
80228	ORAI2	Gene
5966	REL	Gene
6850	SYK	Gene
6786	STIM1	Gene
10768	AHCYL1	Gene
10892	MALT1	Gene
5478	PPIA	Gene
84433	CARD11	Gene
4067	LYN	Gene
84876	ORAI1	Gene
3675	ITGA3	Gene
3674	ITGA2B	Gene
64386	MMP25	Gene
1634	DCN	Gene
960	CD44	Gene
3381	IBSP	Gene
4593	MUSK	Gene
7077	TIMP2	Gene
4238	MFAP3	Gene
7092	TLL1	Gene
1462	VCAN	Gene
3371	TNC	Gene
1298	COL9A2	Gene
4052	LTBP1	Gene
2006	ELN	Gene
10319	LAMC3	Gene
91522	COL23A1	Gene
3909	LAMA3	Gene
3918	LAMC2	Gene
1301	COL11A1	Gene
87	ACTN1	Gene
59277	NTN4	Gene
827	CAPN6	Gene
2192	FBLN1	Gene
8516	ITGA8	Gene
634	CEACAM1	Gene
50509	COL5A3	Gene
1286	COL4A4	Gene
1310	COL19A1	Gene
3693	ITGB5	Gene
5351	PLOD1	Gene
3682	ITGAE	Gene
1307	COL16A1	Gene
4680	CEACAM6	Gene
9509	ADAMTS2	Gene
4313	MMP2	Gene
22795	NID2	Gene
8425	LTBP4	Gene
55214	P3H2	Gene
3912	LAMB1	Gene
3655	ITGA6	Gene
1215	CMA1	Gene
825	CAPN3	Gene
1299	COL9A3	Gene
7093	TLL2	Gene
4320	MMP11	Gene
1511	CTSG	Gene
4318	MMP9	Gene
655	BMP7	Gene
57642	COL20A1	Gene
284217	LAMA1	Gene
7076	TIMP1	Gene
4324	MMP15	Gene
6650	CAPN15	Gene
5802	PTPRS	Gene
1311	COMP	Gene
3696	ITGB8	Gene
5118	PCOLCE	Gene
8985	PLOD3	Gene
54829	ASPN	Gene
9644	SH3PXD2A	Gene
7448	VTN	Gene
10536	P3H3	Gene
1303	COL12A1	Gene
1297	COL9A1	Gene
3910	LAMA4	Gene
4015	LOX	Gene
6678	SPARC	Gene
1294	COL7A1	Gene
3694	ITGB6	Gene
84695	LOXL3	Gene
2202	EFEMP1	Gene
2335	FN1	Gene
7143	TNR	Gene
4811	NID1	Gene
4237	MFAP2	Gene
64175	P3H1	Gene
1509	CTSD	Gene
4317	MMP8	Gene
6696	SPP1	Gene
4053	LTBP2	Gene
63923	TNN	Gene
2331	FMOD	Gene
4327	MMP19	Gene
1300	COL10A1	Gene
8785	MATN4	Gene
1088	CEACAM8	Gene
81578	COL21A1	Gene
652	BMP4	Gene
650	BMP2	Gene
8200	GDF5	Gene
10893	MMP24	Gene
826	CAPNS1	Gene
3791	KDR	Gene
4016	LOXL1	Gene
1463	NCAN	Gene
79709	COLGALT1	Gene
7837	PXDN	Gene
1289	COL5A1	Gene
3911	LAMA5	Gene
23473	CAPN7	Gene
4148	MATN3	Gene
84034	EMILIN2	Gene
3691	ITGB4	Gene
63827	BCAN	Gene
4017	LOXL2	Gene
4038	LRP4	Gene
1284	COL4A2	Gene
11095	ADAMTS8	Gene
1514	CTSL	Gene
8728	ADAM19	Gene
3679	ITGA7	Gene
10753	CAPN9	Gene
3915	LAMC1	Gene
1515	CTSV	Gene
11131	CAPN11	Gene
9313	MMP20	Gene
4322	MMP13	Gene
7057	THBS1	Gene
22801	ITGA11	Gene
11117	EMILIN1	Gene
84171	LOXL4	Gene
140766	ADAMTS14	Gene
3685	ITGAV	Gene
2201	FBN2	Gene
4060	LUM	Gene
10516	FBLN5	Gene
4236	MFAP1	Gene
5045	FURIN	Gene
3687	ITGAX	Gene
170692	ADAMTS18	Gene
1291	COL6A1	Gene
1292	COL6A2	Gene
11132	CAPN10	Gene
84467	FBN3	Gene
8515	ITGA10	Gene
1513	CTSK	Gene
8751	ADAM15	Gene
3680	ITGA9	Gene
1295	COL8A1	Gene
170690	ADAMTS16	Gene
1404	HAPLN1	Gene
222663	SCUBE3	Gene
8573	CASK	Gene
8038	ADAM12	Gene
871	SERPINH1	Gene
726	CAPN5	Gene
4684	NCAM1	Gene
4314	MMP3	Gene
101	ADAM8	Gene
667	DST	Gene
1834	DSPP	Gene
1758	DMP1	Gene
5352	PLOD2	Gene
831	CAST	Gene
58494	JAM2	Gene
9510	ADAMTS1	Gene
11096	ADAMTS5	Gene
4325	MMP16	Gene
9508	ADAMTS3	Gene
3681	ITGAD	Gene
4323	MMP14	Gene
176	ACAN	Gene
50848	F11R	Gene
9507	ADAMTS4	Gene
80274	SCUBE1	Gene
136227	COL26A1	Gene
3678	ITGA5	Gene
4146	MATN1	Gene
4921	DDR2	Gene
92291	CAPN13	Gene
1520	CTSS	Gene
27302	BMP10	Gene
1293	COL6A3	Gene
2199	FBLN2	Gene
56999	ADAMTS9	Gene
26577	PCOLCE2	Gene
3673	ITGA2	Gene
1508	CTSB	Gene
5654	HTRA1	Gene
83700	JAM3	Gene
2200	FBN1	Gene
4239	MFAP4	Gene
4319	MMP10	Gene
5479	PPIB	Gene
4054	LTBP3	Gene
7148	TNXB	Gene
649	BMP1	Gene
8754	ADAM9	Gene
1285	COL4A3	Gene
5650	KLK7	Gene
169044	COL22A1	Gene
3684	ITGAM	Gene
10491	CRTAP	Gene
255631	COL24A1	Gene
1296	COL8A2	Gene
3913	LAMB2	Gene
7177	TPSAB1	Gene
682	BSG	Gene
30008	EFEMP2	Gene
256076	COL6A5	Gene
1605	DAG1	Gene
85007	PHYKPL	Gene
977	CD151	Gene
5339	PLEC	Gene
9378	NRXN1	Gene
147968	CAPN12	Gene
633	BGN	Gene
80781	COL18A1	Gene
90187	EMILIN3	Gene
5034	P4HB	Gene
164656	TMPRSS6	Gene
1282	COL4A1	Gene
7373	COL14A1	Gene
1287	COL4A5	Gene
84570	COL25A1	Gene
26254	OPTC	Gene
50859	SPOCK3	Gene
3908	LAMA2	Gene
4312	MMP1	Gene
51399	TRAPPC4	Gene
85301	COL27A1	Gene
961	CD47	Gene
3914	LAMB3	Gene
1305	COL13A1	Gene
1991	ELANE	Gene
1288	COL4A6	Gene
8076	MFAP5	Gene
4326	MMP17	Gene
23127	COLGALT2	Gene
1756	DMD	Gene
388743	CAPN8	Gene
1302	COL11A2	Gene
1290	COL5A2	Gene
1306	COL15A1	Gene
780	DDR1	Gene
131873	COL6A6	Gene
3672	ITGA1	Gene
440854	CAPN14	Gene
340267	COL28A1	Gene
84290	CAPNS2	Gene
3690	ITGB3	Gene
5175	PECAM1	Gene
4321	MMP12	Gene
5645	PRSS2	Gene
6401	SELE	Gene
972	CD74	Gene
11136	SLC7A9	Gene
8832	CD84	Gene
483	ATP1B3	Gene
51206	GP6	Gene
55423	SIRPG	Gene
2734	GLG1	Gene
285	ANGPT2	Gene
23428	SLC7A8	Gene
23759	PPIL2	Gene
9463	PICK1	Gene
23539	SLC16A8	Gene
10544	PROCR	Gene
51378	ANGPT4	Gene
83692	CD99L2	Gene
9057	SLC7A6	Gene
8140	SLC7A5	Gene
8797	TNFRSF10A	Gene
1048	CEACAM5	Gene
4099	MAG	Gene
5197	PF4V1	Gene
6404	SELPLG	Gene
2888	GRB14	Gene
965	CD58	Gene
914	CD2	Gene
962	CD48	Gene
4072	EPCAM	Gene
7010	TEK	Gene
8795	TNFRSF10B	Gene
51744	CD244	Gene
440533	PSG8	Gene
29802	VPREB3	Gene
3543	IGLL1	Gene
482	ATP1B2	Gene
56301	SLC7A10	Gene
3512	JCHAIN	Gene
2995	GYPC	Gene
9123	SLC16A3	Gene
2886	GRB7	Gene
481	ATP1B1	Gene
9046	DOK2	Gene
90952	ESAM	Gene
23657	SLC7A11	Gene
10461	MERTK	Gene
284	ANGPT1	Gene
6566	SLC16A1	Gene
9056	SLC7A7	Gene
7102	TSPAN7	Gene
2207	FCER1G	Gene
83953	FCAMR	Gene
5196	PF4	Gene
6520	SLC3A2	Gene
3635	INPP5D	Gene
7441	VPREB1	Gene
2993	GYPA	Gene
5675	PSG6	Gene
1084	CEACAM3	Gene
4973	OLR1	Gene
8793	TNFRSF10D	Gene
6403	SELP	Gene
7525	YES1	Gene
3932	LCK	Gene
2621	GAS6	Gene
5678	PSG9	Gene
6693	SPN	Gene
140885	SIRPA	Gene
3897	L1CAM	Gene
57126	CD177	Gene
5673	PSG5	Gene
5671	PSG3	Gene
5676	PSG7	Gene
5669	PSG1	Gene
4282	MIF	Gene
5670	PSG2	Gene
5680	PSG11	Gene
5672	PSG4	Gene
2994	GYPB	Gene
10181	RBM5	Gene
6936	GCFC2	Gene
5725	PTBP1	Gene
9716	AQR	Gene
23517	MTREX	Gene
7175	TPR	Gene
84321	THOC3	Gene
9877	ZC3H11A	Gene
55706	NDC1	Gene
55749	CCAR1	Gene
9410	SNRNP40	Gene
11338	U2AF2	Gene
4904	YBX1	Gene
1994	ELAVL1	Gene
27238	GPKOW	Gene
56949	XAB2	Gene
6626	SNRPA	Gene
9984	THOC1	Gene
10450	PPIE	Gene
51729	WBP11	Gene
10523	CHERP	Gene
55696	RBM22	Gene
51593	SRRT	Gene
10992	SF3B2	Gene
2521	FUS	Gene
10081	PDCD7	Gene
3183	HNRNPC	Gene
10762	NUP50	Gene
8086	AAAS	Gene
23511	NUP188	Gene
988	CDC5L	Gene
4670	HNRNPM	Gene
10291	SF3A1	Gene
6634	SNRPD3	Gene
24144	TFIP11	Gene
4809	SNU13	Gene
84271	POLDIP3	Gene
8563	THOC5	Gene
55954	ZMAT5	Gene
84844	PHF5A	Gene
22938	SNW1	Gene
6430	SRSF5	Gene
8480	RAE1	Gene
24148	PRPF6	Gene
51340	CRNKL1	Gene
51213	LUZP4	Gene
10084	PQBP1	Gene
9688	NUP93	Gene
3191	HNRNPL	Gene
6625	SNRNP70	Gene
8175	SF3A2	Gene
11100	HNRNPUL1	Gene
26121	PRPF31	Gene
57794	SUGP1	Gene
8896	BUD31	Gene
23658	LSM5	Gene
1993	ELAVL2	Gene
22794	CASC3	Gene
4927	NUP88	Gene
1655	DDX5	Gene
9343	EFTUD2	Gene
1665	DHX15	Gene
27339	PRPF19	Gene
55110	MAGOHB	Gene
8683	SRSF9	Gene
6428	SRSF3	Gene
9631	NUP155	Gene
23398	PPWD1	Gene
51639	SF3B6	Gene
23451	SF3B1	Gene
6432	SRSF7	Gene
6429	SRSF4	Gene
10286	BCAS2	Gene
9295	SRSF11	Gene
9129	PRPF3	Gene
25949	SYF2	Gene
2733	GLE1	Gene
10285	SMNDC1	Gene
11193	WBP4	Gene
84248	FYTTD1	Gene
3181	HNRNPA2B1	Gene
10212	DDX39A	Gene
6431	SRSF6	Gene
11017	SNRNP27	Gene
6631	SNRPC	Gene
9972	NUP153	Gene
65109	UPF3B	Gene
2962	GTF2F1	Gene
57187	THOC2	Gene
6633	SNRPD2	Gene
6628	SNRPB	Gene
6629	SNRPB2	Gene
10236	HNRNPR	Gene
22826	DNAJC8	Gene
8021	NUP214	Gene
3188	HNRNPH2	Gene
51691	LSM8	Gene
6638	SNRPN	Gene
51690	LSM7	Gene
25804	LSM4	Gene
85313	PPIL4	Gene
79228	THOC6	Gene
6627	SNRPA1	Gene
23225	NUP210	Gene
29107	NXT1	Gene
56259	CTNNBL1	Gene
10250	SRRM1	Gene
84991	RBM17	Gene
84950	PRPF38A	Gene
3178	HNRNPA1	Gene
1660	DHX9	Gene
11097	NUP42	Gene
6426	SRSF1	Gene
6434	TRA2B	Gene
9128	PRPF4	Gene
51645	PPIL1	Gene
3184	HNRNPD	Gene
53371	NUP54	Gene
85437	ZCRB1	Gene
6636	SNRPF	Gene
9818	NUP58	Gene
9785	DHX38	Gene
9775	EIF4A3	Gene
10907	TXNL4A	Gene
5546	PRCC	Gene
10262	SF3B4	Gene
6637	SNRPG	Gene
23020	SNRNP200	Gene
57721	METTL14	Gene
9879	DDX46	Gene
9589	WTAP	Gene
27316	RBMX	Gene
51503	CWC15	Gene
1977	EIF4E	Gene
10283	CWC27	Gene
3192	HNRNPU	Gene
23165	NUP205	Gene
7307	U2AF1	Gene
26097	CHTOP	Gene
199746	U2AF1L4	Gene
6427	SRSF2	Gene
79622	SNRNP25	Gene
10482	NXF1	Gene
4116	MAGOH	Gene
129401	NUP35	Gene
57703	CWC22	Gene
80145	THOC7	Gene
23350	U2SURP	Gene
7884	SLBP	Gene
11157	LSM6	Gene
10569	SLU7	Gene
3190	HNRNPK	Gene
56339	METTL3	Gene
6632	SNRPD1	Gene
23524	SRRM2	Gene
7536	SF1	Gene
51362	CDC40	Gene
154007	SNRNP48	Gene
10713	USP39	Gene
3187	HNRNPH1	Gene
10421	CD2BP2	Gene
8233	ZRSR2	Gene
5093	PCBP1	Gene
3185	HNRNPF	Gene
83443	SF3B5	Gene
220988	HNRNPA3	Gene
27258	LSM3	Gene
5356	PLRG1	Gene
10465	PPIH	Gene
10594	PRPF8	Gene
9416	DDX23	Gene
9092	SART1	Gene
10949	HNRNPA0	Gene
22827	PUF60	Gene
6635	SNRPE	Gene
10946	SF3A3	Gene
10189	ALYREF	Gene
11066	SNRNP35	Gene
285755	PPIL6	Gene
55599	RNPC3	Gene
2963	GTF2F2	Gene
10772	SRSF10	Gene
23450	SF3B3	Gene
9883	POM121	Gene
55660	PRPF40A	Gene
5094	PCBP2	Gene
11325	DDX42	Gene
7919	DDX39B	Gene
57819	LSM2	Gene
8449	DHX16	Gene
84324	SARNP	Gene
10921	RNPS1	Gene
23636	NUP62	Gene
53938	PPIL3	Gene
57461	ISY1	Gene
9939	RBM8A	Gene
56001	NXF2	Gene
728343	NXF2B	Gene
100101267	POM121C	Gene
54883	CWC25	Gene
920	CD4	Gene
55824	PAG1	Gene
5788	PTPRC	Gene
26191	PTPN22	Gene
5795	PTPRJ	Gene
3125	HLA-DRB3	Gene
3123	HLA-DRB1	Gene
3117	HLA-DQA1	Gene
3127	HLA-DRB5	Gene
3122	HLA-DRA	Gene
3115	HLA-DPB1	Gene
3126	HLA-DRB4	Gene
3113	HLA-DPA1	Gene
3120	HLA-DQB2	Gene
3118	HLA-DQA2	Gene
25888	ZNF473	Gene
134353	LSM11	Gene
84967	LSM10	Gene
221	ALDH3B1	Gene
79603	CERS4	Gene
9218	VAPA	Gene
79152	FA2H	Gene
25865	PRKD2	Gene
10087	CERT1	Gene
23683	PRKD3	Gene
29095	ORMDL2	Gene
9217	VAPB	Gene
94101	ORMDL1	Gene
222	ALDH3B2	Gene
91012	CERS5	Gene
29956	CERS2	Gene
204219	CERS3	Gene
142891	SAMD8	Gene
151742	PPM1L	Gene
171546	SPTSSA	Gene
94103	ORMDL3	Gene
253782	CERS6	Gene
55304	SPTLC3	Gene
5587	PRKD1	Gene
165679	SPTSSB	Gene
10715	CERS1	Gene
10295	BCKDK	Gene
152926	PPM1K	Gene
708	C1QBP	Gene
5270	SERPINE2	Gene
5547	PRCP	Gene
2815	GP9	Gene
2814	GP5	Gene
2811	GP1BA	Gene
5657	PRTN3	Gene
2812	GP1BB	Gene
7414	VCL	Gene
5829	PXN	Gene
10580	SORBS1	Gene
10627	MYL12A	Gene
93408	MYL10	Gene
58498	MYL7	Gene
10174	SORBS3	Gene
301	ANXA1	Gene
8291	DYSF	Gene
7094	TLN1	Gene
7168	TPM1	Gene
7170	TPM3	Gene
25802	LMOD1	Gene
7171	TPM4	Gene
493829	TRIM72	Gene
29895	MYLPF	Gene
859	CAV3	Gene
302	ANXA2	Gene
309	ANXA6	Gene
7169	TPM2	Gene
4636	MYL5	Gene
10846	PDE10A	Gene
5136	PDE1A	Gene
5153	PDE1B	Gene
50940	PDE11A	Gene
8654	PDE5A	Gene
5152	PDE9A	Gene
5138	PDE2A	Gene
3080	CFHR2	Gene
2219	FCN1	Gene
10878	CFHR3	Gene
78989	COLEC11	Gene
1369	CPN1	Gene
1191	CLU	Gene
5199	CFP	Gene
1401	CRP	Gene
10877	CFHR4	Gene
81494	CFHR5	Gene
27202	C5AR2	Gene
8547	FCN3	Gene
2220	FCN2	Gene
1370	CPN2	Gene
10584	COLEC10	Gene
3004	GZMM	Gene
3078	CFHR1	Gene
3781	KCNN2	Gene
3783	KCNN4	Gene
3780	KCNN1	Gene
3782	KCNN3	Gene
55471	NDUFAF7	Gene
79133	NDUFAF5	Gene
9016	SLC25A14	Gene
2109	ETFB	Gene
51300	TIMMDC1	Gene
80219	COQ10B	Gene
29078	NDUFAF4	Gene
27109	DMAC2L	Gene
10131	TRAP1	Gene
6341	SCO1	Gene
51241	COX16	Gene
93058	COQ10A	Gene
51204	TACO1	Gene
51103	NDUFAF1	Gene
10128	LRPPRC	Gene
2108	ETFA	Gene
54539	NDUFB11	Gene
6834	SURF1	Gene
80224	NUBPL	Gene
9481	SLC25A27	Gene
137682	NDUFAF6	Gene
285521	COX18	Gene
91942	NDUFAF2	Gene
55863	TMEM126B	Gene
2110	ETFDH	Gene
7352	UCP3	Gene
7351	UCP2	Gene
28976	ACAD9	Gene
25915	NDUFAF3	Gene
84987	COX14	Gene
55967	NDUFA12	Gene
51079	NDUFA13	Gene
116228	COX20	Gene
2268	FGR	Gene
63916	ELMO2	Gene
3326	HSP90AB1	Gene
3055	HCK	Gene
23646	PLD3	Gene
4620	MYH2	Gene
5338	PLD2	Gene
2212	FCGR2A	Gene
4651	MYO10	Gene
84513	PLPP5	Gene
1793	DOCK1	Gene
9844	ELMO1	Gene
122618	PLD4	Gene
4644	MYO5A	Gene
4641	MYO1C	Gene
196051	PLPP4	Gene
8542	APOL1	Gene
259	AMBP	Gene
3263	HPX	Gene
213	ALB	Gene
9332	CD163	Gene
3040	HBA2	Gene
3039	HBA1	Gene
3043	HBB	Gene
3240	HP	Gene
3250	HPR	Gene
23166	STAB1	Gene
8685	MARCO	Gene
4481	MSR1	Gene
949	SCARB1	Gene
8578	SCARF1	Gene
2512	FTL	Gene
10808	HSPH1	Gene
948	CD36	Gene
55576	STAB2	Gene
10525	HYOU1	Gene
117156	SCGB3A2	Gene
7184	HSP90B1	Gene
2495	FTH1	Gene
286133	SCARA5	Gene
6288	SAA1	Gene
