ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GOterm
Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	8/245	61/12465	2.38055832200265e-05	0.000177807133927359	0.000103018313349822	1147/5603/5599/5601/5970/8737/7124/7186	8	ann_GO0034599.txt.txt
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	10/245	99/12465	2.40879028091673e-05	0.000178812039258236	0.000103600537752053	695/948/1147/1535/1536/653361/4688/4689/7099/10333	10	ann_GO0034599.txt.txt
REACTOME_MAPK3_ERK1_ACTIVATION	REACTOME_MAPK3_ERK1_ACTIVATION	4/245	10/12465	2.78653840930177e-05	0.000203115149111755	0.000117681330411856	983/3569/3717/5595	4	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	4/245	10/12465	2.78653840930177e-05	0.000203115149111755	0.000117681330411856	2308/2309/23411/7295	4	ann_GO0034599.txt.txt
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	4/245	10/12465	2.78653840930177e-05	0.000203115149111755	0.000117681330411856	207/1719/2643/4846	4	ann_GO0034599.txt.txt
Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	7/245	46/12465	2.89513384711984e-05	0.00020976718293503	0.000121535401335129	207/596/983/1017/4217/4193/7157	7	ann_GO0034599.txt.txt
Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	8/245	63/12465	3.02669612498171e-05	0.000216704278770879	0.000125554632154333	207/1499/1956/2353/2309/5594/5595/7157	8	ann_GO0034599.txt.txt
Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	8/245	63/12465	3.02669612498171e-05	0.000216704278770879	0.000125554632154333	655/3082/3162/3569/4313/4318/4780/7124	8	ann_GO0034599.txt.txt
MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	10/245	102/12465	3.12819913566177e-05	0.000222654173773573	0.000129001896244628	207/1147/1499/8321/2626/5594/5595/5598/5599/7124	10	ann_GO0034599.txt.txt
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS	7/245	47/12465	3.3453967120288e-05	0.000236721053892097	0.000137151998166278	3630/5594/5595/5599/5601/5580/7124	7	ann_GO0034599.txt.txt
miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	8/245	64/12465	3.40110396220626e-05	0.000239263708969161	0.000138625167615016	1147/3586/3569/3934/5599/5970/7099/7124	8	ann_GO0034599.txt.txt
DNA IR-damage and cellular response via ATR%WikiPathways_20190910%WP4016%Homo sapiens	DNA IR-damage and cellular response via ATR%WikiPathways_20190910%WP4016%Homo sapiens	9/245	83/12465	3.50228380055522e-05	0.000244957421888544	0.000141924004330379	983/1017/2177/4193/142/5111/5371/5893/7157	9	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_TNFR1_SIGNALING	REACTOME_REGULATION_OF_TNFR1_SIGNALING	6/245	33/12465	3.84834051298354e-05	0.000262140174025523	0.000151879387473683	1147/10399/8737/7124/7128/7186	6	ann_GO0034599.txt.txt
Energy Metabolism%WikiPathways_20190910%WP1541%Homo sapiens	Energy Metabolism%WikiPathways_20190910%WP1541%Homo sapiens	7/245	48/12465	3.85165921776551e-05	0.000262140174025523	0.000151879387473683	2308/2309/10891/133522/5562/5563/23411	7	ann_GO0034599.txt.txt
Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	7/245	48/12465	3.85165921776551e-05	0.000262140174025523	0.000151879387473683	207/5594/5595/5599/5601/5163/5580	7	ann_GO0034599.txt.txt
Parkinsons Disease Pathway%WikiPathways_20190910%WP2371%Homo sapiens	Parkinsons Disease Pathway%WikiPathways_20190910%WP2371%Homo sapiens	9/245	84/12465	3.85627694021018e-05	0.000262140174025523	0.000151879387473683	54205/2861/27429/120892/5603/11315/65018/5071/6622	9	ann_GO0034599.txt.txt
REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	9/245	84/12465	3.85627694021018e-05	0.000262140174025523	0.000151879387473683	1147/2353/3725/5594/5595/5598/5599/5601/5970	9	ann_GO0034599.txt.txt
REACTOME_IRAK4_DEFICIENCY_TLR2_4	REACTOME_IRAK4_DEFICIENCY_TLR2_4	4/245	11/12465	4.31133692674967e-05	0.000291436741975816	0.000168853301571025	695/948/7099/10333	4	ann_GO0034599.txt.txt
Neovascularisation processes%WikiPathways_20190910%WP4331%Homo sapiens	Neovascularisation processes%WikiPathways_20190910%WP4331%Homo sapiens	5/245	21/12465	4.42922969860389e-05	0.000297742663072817	0.000172506840892994	207/5594/5595/5599/4318	5	ann_GO0034599.txt.txt
Wnt Signaling Pathway and Pluripotency%WikiPathways_20190910%WP399%Homo sapiens	Wnt Signaling Pathway and Pluripotency%WikiPathways_20190910%WP399%Homo sapiens	10/245	107/12465	4.73616176876719e-05	0.000316616339238027	0.000183441915556787	1499/8321/3725/120892/5601/5580/5587/7157/7471/51384	10	ann_GO0034599.txt.txt
Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	7/245	50/12465	5.05344018997202e-05	0.000334134569938041	0.000193591669055011	207/3091/3569/3725/5595/5599/7157	7	ann_GO0034599.txt.txt
Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	7/245	50/12465	5.05344018997202e-05	0.000334134569938041	0.000193591669055011	1147/2353/5594/5595/5599/5601/5970	7	ann_GO0034599.txt.txt
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES	6/245	35/12465	5.45734662335148e-05	0.000356939968338124	0.000206804714148056	2534/3303/3569/5594/5595/6647	6	ann_GO0034599.txt.txt
Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	6/245	35/12465	5.45734662335148e-05	0.000356939968338124	0.000206804714148056	1147/3569/3725/5599/5970/7124	6	ann_GO0034599.txt.txt
PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	5/245	22/12465	5.64054271841612e-05	0.000363034930281038	0.000210336027461654	207/3586/5563/5970/7248	5	ann_GO0034599.txt.txt
REACTOME_NEURODEGENERATIVE_DISEASES	REACTOME_NEURODEGENERATIVE_DISEASES	5/245	22/12465	5.64054271841612e-05	0.000363034930281038	0.000210336027461654	2309/3725/5052/7001/6648	5	ann_GO0034599.txt.txt
Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	Transcription factor regulation in adipogenesis%WikiPathways_20190910%WP3599%Homo sapiens	5/245	22/12465	5.64054271841612e-05	0.000363034930281038	0.000210336027461654	2308/3569/5599/10891/7124	5	ann_GO0034599.txt.txt
AMP-activated Protein Kinase (AMPK) Signaling%WikiPathways_20190910%WP1403%Homo sapiens	AMP-activated Protein Kinase (AMPK) Signaling%WikiPathways_20190910%WP1403%Homo sapiens	8/245	69/12465	5.90459839424439e-05	0.000378019262277022	0.00021901768479904	207/10645/890/133522/5562/5563/7157/7248	8	ann_GO0034599.txt.txt
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	10/245	110/12465	6.00447162198336e-05	0.000382390034873677	0.000221550033254345	207/1956/2534/3082/3630/5594/5595/4233/5156/6714	10	ann_GO0034599.txt.txt
Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	Breast cancer pathway%WikiPathways_20190910%WP4262%Homo sapiens	12/245	157/12465	6.23400169990859e-05	0.000394928903502062	0.000228814832303065	207/1499/1956/2353/8321/3725/5594/5595/142/7157/7471/51384	12	ann_GO0034599.txt.txt
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER	7/245	52/12465	6.54626271333033e-05	0.000412550931413005	0.000239024724072259	207/1499/1956/2309/5594/5595/7157	7	ann_GO0034599.txt.txt
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	9/245	90/12465	6.67936653335626e-05	0.000416599665224797	0.000241370488942771	983/1956/2983/5594/5595/5598/80310/5156/6714	9	ann_GO0034599.txt.txt
REACTOME_MACROAUTOPHAGY	REACTOME_MACROAUTOPHAGY	9/245	90/12465	6.67936653335626e-05	0.000416599665224797	0.000241370488942771	10533/8678/84557/65018/5562/5563/5071/6714/7248	9	ann_GO0034599.txt.txt
Glutathione metabolism%WikiPathways_20190910%WP100%Homo sapiens	Glutathione metabolism%WikiPathways_20190910%WP100%Homo sapiens	5/245	23/12465	7.09248071647353e-05	0.000437852125863927	0.000253683789321771	2539/2876/2877/2878/2936	5	ann_GO0034599.txt.txt
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	5/245	23/12465	7.09248071647353e-05	0.000437852125863927	0.000253683789321771	983/3569/3717/5594/5595	5	ann_GO0034599.txt.txt
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	8/245	71/12465	7.26358066405374e-05	0.000443885485025506	0.000257179411071759	1147/5603/5599/5601/5970/8737/7124/7186	8	ann_GO0034599.txt.txt
REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_INTERLEUKIN_17_SIGNALING	8/245	71/12465	7.26358066405374e-05	0.000443885485025506	0.000257179411071759	1147/2353/3725/5594/5595/5598/5599/5601	8	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_REGULATION_OF_TP53_ACTIVITY	12/245	160/12465	7.49003667906797e-05	0.00045542434078755	0.000263864820325801	207/890/983/1017/3066/79109/4193/5371/5562/5563/7157/94241	12	ann_GO0034599.txt.txt
Target Of Rapamycin (TOR) Signaling%WikiPathways_20190910%WP1471%Homo sapiens	Target Of Rapamycin (TOR) Signaling%WikiPathways_20190910%WP1471%Homo sapiens	6/245	37/12465	7.56360821670931e-05	0.000457598297110913	0.000265124372227811	207/79109/5562/5563/79899/7248	6	ann_GO0034599.txt.txt
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION	20/245	386/12465	7.65132974737899e-05	0.000460602437528785	0.00026686491813325	207/10533/1147/1499/1956/55294/2308/2309/2534/3066/10013/3082/3717/5594/5595/79109/4193/4233/5156/6714	20	ann_GO0034599.txt.txt
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	17/245	296/12465	7.71466673500028e-05	0.000462116175710413	0.000267741951303293	983/1956/2308/2309/2534/3082/3315/3569/3717/3725/5594/5595/4233/4313/5156/5536/6714	17	ann_GO0034599.txt.txt
Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	8/245	72/12465	8.03477130666841e-05	0.000478919866062501	0.000277477712742606	207/54205/1956/2309/5594/5595/5163/7157	8	ann_GO0034599.txt.txt
miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	9/245	93/12465	8.64369484967557e-05	0.000512689743534678	0.000297043383378944	25/983/1017/54205/2177/4193/5371/5893/7157	9	ann_GO0034599.txt.txt
EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	5/245	24/12465	8.81618646441904e-05	0.000517843962230439	0.000300029646668527	1147/5594/5599/5970/7124	5	ann_GO0034599.txt.txt
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	5/245	24/12465	8.81618646441904e-05	0.000517843962230439	0.000300029646668527	25/10013/5594/5595/6714	5	ann_GO0034599.txt.txt
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	8/245	73/12465	8.87267698359138e-05	0.000518644403388675	0.000300493408139937	1499/1956/2241/2534/5594/5595/4233/6714	8	ann_GO0034599.txt.txt
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	4/245	13/12465	9.05567844654789e-05	0.000524276120589614	0.000303756325630868	54205/56616/5594/5595	4	ann_GO0034599.txt.txt
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	4/245	13/12465	9.05567844654789e-05	0.000524276120589614	0.000303756325630868	8737/7124/7128/7186	4	ann_GO0034599.txt.txt
Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	8/245	74/12465	9.78172665850249e-05	0.000563613774132763	0.000326547867396625	207/1499/2534/5076/5111/7099/7225/7471	8	ann_GO0034599.txt.txt
Wnt Signaling in Kidney Disease%WikiPathways_20190910%WP4150%Homo sapiens	Wnt Signaling in Kidney Disease%WikiPathways_20190910%WP4150%Homo sapiens	6/245	39/12465	0.000102718505537145	0.000589049249762776	0.000341284732789916	1499/8321/5599/5601/7471/51384	6	ann_GO0034599.txt.txt
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	8/245	75/12465	0.00010766547901432	0.000614505800034563	0.000356033808458477	207/695/1147/2353/3725/5594/5595/5970	8	ann_GO0034599.txt.txt
Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	Physiological and Pathological Hypertrophy  of the Heart%WikiPathways_20190910%WP1528%Homo sapiens	5/245	25/12465	0.00010844730841625	0.000616062174571187	0.000356935544379652	2353/2626/3725/5594/5599	5	ann_GO0034599.txt.txt
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	8/245	76/12465	0.000118319706123459	0.000669003945838252	0.000387609071707939	207/3315/5594/5603/5595/4846/5829/6714	8	ann_GO0034599.txt.txt
Ferroptosis%WikiPathways_20190910%WP4313%Homo sapiens	Ferroptosis%WikiPathways_20190910%WP4313%Homo sapiens	6/245	40/12465	0.000118877844194201	0.000669033448720854	0.000387626165157102	10533/1536/3162/84557/23657/7157	6	ann_GO0034599.txt.txt
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	10/245	120/12465	0.000125213561621502	0.000701427822046375	0.000406394892982067	25/207/983/55294/10013/5594/5595/10891/133522/6714	10	ann_GO0034599.txt.txt
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	5/245	26/12465	0.000132130742616519	0.000736765892009161	0.000426869146653416	8837/1612/8737/7099/7186	5	ann_GO0034599.txt.txt
TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	TGF-beta Receptor Signaling%WikiPathways_20190910%WP560%Homo sapiens	7/245	58/12465	0.000133112903592624	0.000738837675904015	0.000428069501654697	1499/2353/3725/5595/5601/7124/7471	7	ann_GO0034599.txt.txt
Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	Oxidative Damage%WikiPathways_20190910%WP3941%Homo sapiens	6/245	41/12465	0.000136990423751535	0.000756887729403458	0.000438527383890999	596/54205/5603/5111/7124/7186	6	ann_GO0034599.txt.txt
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	6/245	42/12465	0.000157221815185119	0.000864719983518156	0.000501003487623395	207/1147/3569/6714/7099/7124	6	ann_GO0034599.txt.txt
Follicle Stimulating Hormone (FSH) signaling pathway%WikiPathways_20190910%WP2035%Homo sapiens	Follicle Stimulating Hormone (FSH) signaling pathway%WikiPathways_20190910%WP2035%Homo sapiens	5/245	27/12465	0.000159580221743882	0.00087371976610904	0.000506217802721723	207/2308/5594/5595/6714	5	ann_GO0034599.txt.txt
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	9/245	101/12465	0.000163797688380851	0.000892771184418153	0.000517255858044794	9529/10013/3297/3303/3304/3315/5594/5595/23411	9	ann_GO0034599.txt.txt
IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	6/245	43/12465	0.000179745359081521	0.000975299930442335	0.000565071556045755	207/3569/3717/5594/5595/5580	6	ann_GO0034599.txt.txt
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	22/245	478/12465	0.000188313845637329	0.00101723104116593	0.00058936570110179	221/383/10533/847/948/1535/1536/2950/3303/3304/3934/5594/4257/4318/4353/4831/9588/5580/5660/140885/7226/8876	22	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	8/245	82/12465	0.000202139776209293	0.00108706279650331	0.000629824986925796	9529/3297/3303/3304/3315/5594/5595/23411	8	ann_GO0034599.txt.txt
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway%WikiPathways_20190910%WP4577%Homo sapiens	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway%WikiPathways_20190910%WP4577%Homo sapiens	6/245	44/12465	0.000204742152583425	0.00109618586117674	0.000635110729485613	10533/23400/8678/84557/5562/7248	6	ann_GO0034599.txt.txt
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	4/245	16/12465	0.000220035560001224	0.00116773257719948	0.000676563633244761	54205/56616/5594/5595	4	ann_GO0034599.txt.txt
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	4/245	16/12465	0.000220035560001224	0.00116773257719948	0.000676563633244761	8837/8737/7099/7186	4	ann_GO0034599.txt.txt
Notch Signaling Pathway%WikiPathways_20190910%WP61%Homo sapiens	Notch Signaling Pathway%WikiPathways_20190910%WP61%Homo sapiens	7/245	63/12465	0.000225368053571623	0.00118563193400724	0.000686934204479182	207/55294/3066/3091/3717/4137/6714	7	ann_GO0034599.txt.txt
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	7/245	63/12465	0.000225368053571623	0.00118563193400724	0.000686934204479182	1147/1499/5970/8737/11035/6778/11277	7	ann_GO0034599.txt.txt
Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	Cannabinoid receptor signaling%WikiPathways_20190910%WP3869%Homo sapiens	5/245	29/12465	0.000227338743825659	0.00119082199146774	0.00068994123211615	5594/5603/5595/5599/5601	5	ann_GO0034599.txt.txt
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	8/245	84/12465	0.000239060615956175	0.00124682476425419	0.000722388249667934	207/596/1017/1147/54205/5970/7157/7186	8	ann_GO0034599.txt.txt
ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	6/245	46/12465	0.000262918473170123	0.00136537061174184	0.000791071620200144	983/2539/3315/4217/5536/5562	6	ann_GO0034599.txt.txt
Extracellular vesicle-mediated signaling in recipient cells%WikiPathways_20190910%WP2870%Homo sapiens	Extracellular vesicle-mediated signaling in recipient cells%WikiPathways_20190910%WP2870%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137648483098407	0.000797511002553622	207/1499/1956/3082/4233	5	ann_GO0034599.txt.txt
PI3K-AKT-mTOR signaling pathway and therapeutic opportunities%WikiPathways_20190910%WP3844%Homo sapiens	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities%WikiPathways_20190910%WP3844%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137648483098407	0.000797511002553622	207/2308/2309/4846/5163	5	ann_GO0034599.txt.txt
TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	5/245	30/12465	0.000268471421580363	0.00137648483098407	0.000797511002553622	1147/3569/8737/7099/7124	5	ann_GO0034599.txt.txt
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	9/245	108/12465	0.000272397164626108	0.00138872250150011	0.000804601292735164	890/1017/2353/3569/3725/5594/5595/5598/5970	9	ann_GO0034599.txt.txt
Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	Ebola Virus Pathway on Host%WikiPathways_20190910%WP4217%Homo sapiens	10/245	132/12465	0.0002741803210312	0.00138872250150011	0.000804601292735164	207/558/1956/1965/5594/5595/8575/5970/388/7099	10	ann_GO0034599.txt.txt
KEGG_GLIOMA	KEGG_GLIOMA	7/245	65/12465	0.000274301386659938	0.00138872250150011	0.000804601292735164	207/1956/5594/5595/4193/5156/7157	7	ann_GO0034599.txt.txt
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	4/245	17/12465	0.000283318972677391	0.00142839982058185	0.000827589630715538	1147/5970/8737/11035	4	ann_GO0034599.txt.txt
REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY	9/245	109/12465	0.000291915232322774	0.00146563249423467	0.000849161584306474	10533/8678/84557/65018/5562/5563/5071/6714/7248	9	ann_GO0034599.txt.txt
Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	Ras Signaling%WikiPathways_20190910%WP4223%Homo sapiens	12/245	186/12465	0.000309336474966206	0.00154668237483103	0.000896120453795099	25/207/1147/1956/2113/5594/5595/5599/5601/4233/5156/5970	12	ann_GO0034599.txt.txt
REACTOME_HSF1_ACTIVATION	REACTOME_HSF1_ACTIVATION	5/245	31/12465	0.000315016193336754	0.00156217046695686	0.000905093980855385	10013/3297/3303/3304/3315	5	ann_GO0034599.txt.txt
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	5/245	31/12465	0.000315016193336754	0.00156217046695686	0.000905093980855385	25/10013/5594/5595/6714	5	ann_GO0034599.txt.txt
NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	NO/cGMP/PKG mediated Neuroprotection%WikiPathways_20190910%WP4008%Homo sapiens	6/245	48/12465	0.000333353223731388	0.00164635673761216	0.000953870019355981	596/54205/2983/4846/5970/7124	6	ann_GO0034599.txt.txt
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement%WikiPathways_20190910%WP4560%Homo sapiens	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement%WikiPathways_20190910%WP4560%Homo sapiens	4/245	18/12465	0.000358675372530183	0.00176421626325822	0.00102215574713351	3725/5594/5595/5829	4	ann_GO0034599.txt.txt
IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	5/245	32/12465	0.000367424986879907	0.00178547885190637	0.00103447491550208	207/3717/5594/5595/5970	5	ann_GO0034599.txt.txt
REACTOME_SIGNALLING_TO_ERKS	REACTOME_SIGNALLING_TO_ERKS	5/245	32/12465	0.000367424986879907	0.00178547885190637	0.00103447491550208	1398/5594/5603/5595/6714	5	ann_GO0034599.txt.txt
Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	5/245	32/12465	0.000367424986879907	0.00178547885190637	0.00103447491550208	1147/5594/5970/7099/10333	5	ann_GO0034599.txt.txt
REACTOME_PTEN_REGULATION	REACTOME_PTEN_REGULATION	10/245	138/12465	0.000392037890062261	0.00189746338790134	0.00109935677802723	207/57332/2146/3066/3725/5594/5595/5371/5978/7157	10	ann_GO0034599.txt.txt
Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	11/245	165/12465	0.000415407262111235	0.00200256090499839	0.00116024842342664	207/1147/1398/2309/3717/5594/5595/653361/5580/5829/5970	11	ann_GO0034599.txt.txt
Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	4/245	19/12465	0.00044735218300048	0.00213108717098654	0.00123471427218533	9131/54205/3303/8737	4	ann_GO0034599.txt.txt
Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	4/245	19/12465	0.00044735218300048	0.00213108717098654	0.00123471427218533	596/3162/3569/7124	4	ann_GO0034599.txt.txt
REACTOME_METABOLISM_OF_COFACTORS	REACTOME_METABOLISM_OF_COFACTORS	4/245	19/12465	0.00044735218300048	0.00213108717098654	0.00123471427218533	207/1719/2643/4846	4	ann_GO0034599.txt.txt
Synaptic signaling pathways associated with autism spectrum disorder%WikiPathways_20190910%WP4539%Homo sapiens	Synaptic signaling pathways associated with autism spectrum disorder%WikiPathways_20190910%WP4539%Homo sapiens	6/245	51/12465	0.000465791662926839	0.00221022710643716	0.00128056655318586	207/5594/5595/5562/5563/7248	6	ann_GO0034599.txt.txt
