ID	GOterm
REACTOME CLASS A 1 RHODOPSIN LIKE RECEPTORS	GO0006954
KEGG CHEMOKINE SIGNALING PATHWAY	GO0006954
REACTOME GPCR LIGAND BINDING	GO0006954
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	GO0006954
REACTOME INTERLEUKIN 10 SIGNALING	GO0006954
Regulation of toll like receptor signaling pathway WikiPathways 20190910 WP1449 Homo sapiens	GO0006954
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	GO0006954
REACTOME INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING	GO0006954
KEGG TOLL LIKE RECEPTOR SIGNALING PATHWAY	GO0006954
Toll like Receptor Signaling Pathway WikiPathways 20190910 WP75 Homo sapiens	GO0006954
KEGG NOD LIKE RECEPTOR SIGNALING PATHWAY	GO0006954
Chemokine signaling pathway WikiPathways 20190910 WP3929 Homo sapiens	GO0006954
REACTOME TOLL LIKE RECEPTOR CASCADES	GO0006954
REACTOME INTERLEUKIN 1 FAMILY SIGNALING	GO0006954
REACTOME TOLL LIKE RECEPTOR 4 TLR4 CASCADE	GO0006954
REACTOME G ALPHA I SIGNALLING EVENTS	GO0006954
Fibrin Complement Receptor 3 Signaling Pathway WikiPathways 20190910 WP4136 Homo sapiens	GO0006954
Toll like Receptor Signaling WikiPathways 20190910 WP3858 Homo sapiens	GO0006954
REACTOME DISEASES OF IMMUNE SYSTEM	GO0006954
Photodynamic therapy induced NF kB survival signaling WikiPathways 20190910 WP3617 Homo sapiens	GO0006954
Selective expression of chemokine receptors during T cell polarization WikiPathways 20190910 WP4494 Homo sapiens	GO0006954
Allograft Rejection WikiPathways 20190910 WP2328 Homo sapiens	GO0006954
Nucleotide binding Oligomerization Domain  NOD  pathway WikiPathways 20190910 WP1433 Homo sapiens	GO0006954
GPCRs  Class A Rhodopsin like WikiPathways 20190910 WP455 Homo sapiens	GO0006954
REACTOME TOLL LIKE RECEPTOR TLR1 TLR2 CASCADE	GO0006954
Lung fibrosis WikiPathways 20190910 WP3624 Homo sapiens	GO0006954
REACTOME NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR NLR SIGNALING PATHWAYS	GO0006954
Spinal Cord Injury WikiPathways 20190910 WP2431 Homo sapiens	GO0006954
IL1 and megakaryocytes in obesity WikiPathways 20190910 WP2865 Homo sapiens	GO0006954
REACTOME TOLL LIKE RECEPTOR 9 TLR9 CASCADE	GO0006954
REACTOME NEUTROPHIL DEGRANULATION	GO0006954
REACTOME TRIF TICAM1 MEDIATED TLR4 SIGNALING	GO0006954
Development and heterogeneity of the ILC family WikiPathways 20190910 WP3893 Homo sapiens	GO0006954
Peptide GPCRs WikiPathways 20190910 WP24 Homo sapiens	GO0006954
KEGG JAK STAT SIGNALING PATHWAY	GO0006954
REACTOME G ALPHA Q SIGNALLING EVENTS	GO0006954
Signal transduction through IL1R WikiPathways 20190910 WP4496 Homo sapiens	GO0006954
KEGG LEISHMANIA INFECTION	GO0006954
Platelet mediated interactions with vascular and circulating cells WikiPathways 20190910 WP4462 Homo sapiens	GO0006954
Selenium Micronutrient Network WikiPathways 20190910 WP15 Homo sapiens	GO0006954
Folate Metabolism WikiPathways 20190910 WP176 Homo sapiens	GO0006954
IL17 signaling pathway WikiPathways 20190910 WP2112 Homo sapiens	GO0006954
Cytokines and Inflammatory Response WikiPathways 20190910 WP530 Homo sapiens	GO0006954
miRNAs involvement in the immune response in sepsis WikiPathways 20190910 WP4329 Homo sapiens	GO0006954
REACTOME MYD88 CASCADE INITIATED ON PLASMA MEMBRANE	GO0006954
Non genomic actions of 1 25 dihydroxyvitamin D3 WikiPathways 20190910 WP4341 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 17 SIGNALING	GO0006954
Vitamin B12 Metabolism WikiPathways 20190910 WP1533 Homo sapiens	GO0006954
AGE RAGE pathway WikiPathways 20190910 WP2324 Homo sapiens	GO0006954
REACTOME EICOSANOID LIGAND BINDING RECEPTORS	GO0006954
IL 1 signaling pathway WikiPathways 20190910 WP195 Homo sapiens	GO0006954
Hepatitis B infection WikiPathways 20190910 WP4666 Homo sapiens	GO0006954
T Cell antigen Receptor  TCR   Signaling Pathway WikiPathways 20190910 WP69 Homo sapiens	GO0006954
REACTOME PLATELET ACTIVATION SIGNALING AND AGGREGATION	GO0006954
Human Complement System WikiPathways 20190910 WP2806 Homo sapiens	GO0006954
Simplified Depiction of MYD88 Distinct Input Output Pathway WikiPathways 20190910 WP3877 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 1 SIGNALING	GO0006954
REACTOME IRAK4 DEFICIENCY TLR2 4	GO0006954
Cells and Molecules involved in local acute inflammatory response  WikiPathways 20190910 WP4493 Homo sapiens	GO0006954
KEGG COMPLEMENT AND COAGULATION CASCADES	GO0006954
Adipogenesis WikiPathways 20190910 WP236 Homo sapiens	GO0006954
REACTOME ZBP1 DAI MEDIATED INDUCTION OF TYPE I IFNS	GO0006954
KEGG T CELL RECEPTOR SIGNALING PATHWAY	GO0006954
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	GO0006954
TNF related weak inducer of apoptosis  TWEAK  Signaling Pathway WikiPathways 20190910 WP2036 Homo sapiens	GO0006954
REACTOME TAK1 ACTIVATES NFKB BY PHOSPHORYLATION AND ACTIVATION OF IKKS COMPLEX	GO0006954
IL 4 Signaling Pathway WikiPathways 20190910 WP395 Homo sapiens	GO0006954
KEGG CYTOSOLIC DNA SENSING PATHWAY	GO0006954
RANKL RANK  Receptor activator of NFKB  ligand   Signaling Pathway WikiPathways 20190910 WP2018 Homo sapiens	GO0006954
Small Ligand GPCRs WikiPathways 20190910 WP247 Homo sapiens	GO0006954
Cytosolic DNA sensing pathway WikiPathways 20190910 WP4655 Homo sapiens	GO0006954
Viral Acute Myocarditis WikiPathways 20190910 WP4298 Homo sapiens	GO0006954
Cardiac Hypertrophic Response WikiPathways 20190910 WP2795 Homo sapiens	GO0006954
LTF danger signal response pathway WikiPathways 20190910 WP4478 Homo sapiens	GO0006954
TNF alpha Signaling Pathway WikiPathways 20190910 WP231 Homo sapiens	GO0006954
MicroRNAs in cardiomyocyte hypertrophy WikiPathways 20190910 WP1544 Homo sapiens	GO0006954
KEGG FC EPSILON RI SIGNALING PATHWAY	GO0006954
Microglia Pathogen Phagocytosis Pathway WikiPathways 20190910 WP3937 Homo sapiens	GO0006954
Complement and Coagulation Cascades WikiPathways 20190910 WP558 Homo sapiens	GO0006954
REACTOME NOD1 2 SIGNALING PATHWAY	GO0006954
Oncostatin M Signaling Pathway WikiPathways 20190910 WP2374 Homo sapiens	GO0006954
TLR4 Signaling and Tolerance WikiPathways 20190910 WP3851 Homo sapiens	GO0006954
Thymic Stromal LymphoPoietin  TSLP  Signaling Pathway WikiPathways 20190910 WP2203 Homo sapiens	GO0006954
REACTOME RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2PLUS	GO0006954
KEGG B CELL RECEPTOR SIGNALING PATHWAY	GO0006954
KEGG EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	GO0006954
T Cell antigen Receptor  TCR  pathway during Staphylococcus aureus infection WikiPathways 20190910 WP3863 Homo sapiens	GO0006954
Vitamin D Receptor Pathway WikiPathways 20190910 WP2877 Homo sapiens	GO0006954
Inflammatory Response Pathway WikiPathways 20190910 WP453 Homo sapiens	GO0006954
Resistin as a regulator of inflammation WikiPathways 20190910 WP4481 Homo sapiens	GO0006954
KEGG APOPTOSIS	GO0006954
Prostaglandin Synthesis and Regulation WikiPathways 20190910 WP98 Homo sapiens	GO0006954
REACTOME REGULATION OF TLR BY ENDOGENOUS LIGAND	GO0006954
B Cell Receptor Signaling Pathway WikiPathways 20190910 WP23 Homo sapiens	GO0006954
KEGG ADIPOCYTOKINE SIGNALING PATHWAY	GO0006954
REACTOME INFLAMMASOMES	GO0006954
Senescence and Autophagy in Cancer WikiPathways 20190910 WP615 Homo sapiens	GO0006954
KEGG HEMATOPOIETIC CELL LINEAGE	GO0006954
Regulatory circuits of the STAT3 signaling pathway WikiPathways 20190910 WP4538 Homo sapiens	GO0006954
ACE Inhibitor Pathway WikiPathways 20190910 WP554 Homo sapiens	GO0006954
REACTOME RIP MEDIATED NFKB ACTIVATION VIA ZBP1	GO0006954
Hepatitis C and Hepatocellular Carcinoma WikiPathways 20190910 WP3646 Homo sapiens	GO0006954
Structural Pathway of Interleukin 1  IL 1  WikiPathways 20190910 WP2637 Homo sapiens	GO0006954
Vitamin D in inflammatory diseases WikiPathways 20190910 WP4482 Homo sapiens	GO0006954
REACTOME REGULATION OF TNFR1 SIGNALING	GO0006954
Novel intracellular components of RIG I like receptor  RLR  pathway WikiPathways 20190910 WP3865 Homo sapiens	GO0006954
RAC1 PAK1 p38 MMP2 Pathway WikiPathways 20190910 WP3303 Homo sapiens	GO0006954
Overview of nanoparticle effects WikiPathways 20190910 WP3287 Homo sapiens	GO0006954
EBV LMP1 signaling WikiPathways 20190910 WP262 Homo sapiens	GO0006954
REACTOME TRAF6 MEDIATED NF KB ACTIVATION	GO0006954
Differentiation Pathway WikiPathways 20190910 WP2848 Homo sapiens	GO0006954
KEGG RIG I LIKE RECEPTOR SIGNALING PATHWAY	GO0006954
REACTOME TNFR1 INDUCED NFKAPPAB SIGNALING PATHWAY	GO0006954
Type II interferon signaling  IFNG  WikiPathways 20190910 WP619 Homo sapiens	GO0006954
REACTOME ANTIGEN PROCESSING CROSS PRESENTATION	GO0006954
KEGG PATHWAYS IN CANCER	GO0006954
Apoptosis WikiPathways 20190910 WP254 Homo sapiens	GO0006954
REACTOME DDX58 IFIH1 MEDIATED INDUCTION OF INTERFERON ALPHA BETA	GO0006954
REACTOME CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA	GO0006954
Estrogen signaling pathway WikiPathways 20190910 WP712 Homo sapiens	GO0006954
REACTOME IKK COMPLEX RECRUITMENT MEDIATED BY RIP1	GO0006954
IL 3 Signaling Pathway WikiPathways 20190910 WP286 Homo sapiens	GO0006954
MAPK Signaling Pathway WikiPathways 20190910 WP382 Homo sapiens	GO0006954
Nonalcoholic fatty liver disease WikiPathways 20190910 WP4396 Homo sapiens	GO0006954
IL 6 signaling pathway WikiPathways 20190910 WP364 Homo sapiens	GO0006954
REACTOME TNF SIGNALING	GO0006954
KEGG ASTHMA	GO0006954
KEGG ARACHIDONIC ACID METABOLISM	GO0006954
REACTOME INTERLEUKIN 2 FAMILY SIGNALING	GO0006954
REACTOME THE NLRP3 INFLAMMASOME	GO0006954
KEGG CALCIUM SIGNALING PATHWAY	GO0006954
REACTOME FORMATION OF FIBRIN CLOT CLOTTING CASCADE	GO0006954
IL 5 Signaling Pathway WikiPathways 20190910 WP127 Homo sapiens	GO0006954
Interactions between immune cells and microRNAs in tumor microenvironment WikiPathways 20190910 WP4559 Homo sapiens	GO0006954
Eicosanoid Synthesis WikiPathways 20190910 WP167 Homo sapiens	GO0006954
KEGG MAPK SIGNALING PATHWAY	GO0006954
PI3K Akt Signaling Pathway WikiPathways 20190910 WP4172 Homo sapiens	GO0006954
KEGG SMALL CELL LUNG CANCER	GO0006954
Brain Derived Neurotrophic Factor  BDNF  signaling pathway WikiPathways 20190910 WP2380 Homo sapiens	GO0006954
Apoptosis Modulation and Signaling WikiPathways 20190910 WP1772 Homo sapiens	GO0006954
Leptin signaling pathway WikiPathways 20190910 WP2034 Homo sapiens	GO0006954
REACTOME ARACHIDONIC ACID METABOLISM	GO0006954
Photodynamic therapy induced AP 1 survival signaling  WikiPathways 20190910 WP3611 Homo sapiens	GO0006954
 Control of immune tolerance by vasoactive intestinal peptide WikiPathways 20190910 WP4484 Homo sapiens	GO0006954
Oxysterols derived from cholesterol WikiPathways 20190910 WP4545 Homo sapiens	GO0006954
KEGG ALLOGRAFT REJECTION	GO0006954
REACTOME INTERLEUKIN 6 FAMILY SIGNALING	GO0006954
REACTOME RHO GTPASES ACTIVATE NADPH OXIDASES	GO0006954
Physiological and Pathological Hypertrophy  of the Heart WikiPathways 20190910 WP1528 Homo sapiens	GO0006954
REACTOME CLEC7A DECTIN 1 SIGNALING	GO0006954
KEGG INTESTINAL IMMUNE NETWORK FOR IGA PRODUCTION	GO0006954
VEGFA VEGFR2 Signaling Pathway WikiPathways 20190910 WP3888 Homo sapiens	GO0006954
Corticotropin releasing hormone signaling pathway WikiPathways 20190910 WP2355 Homo sapiens	GO0006954
REACTOME REGULATION OF INSULIN LIKE GROWTH FACTOR IGF TRANSPORT AND UPTAKE BY INSULIN LIKE GROWTH FACTOR BINDING PROTEINS IGFBPS	GO0006954
REACTOME INTERLEUKIN 12 FAMILY SIGNALING	GO0006954
Oxidative Stress WikiPathways 20190910 WP408 Homo sapiens	GO0006954
KEGG NEUROTROPHIN SIGNALING PATHWAY	GO0006954
TGF beta Receptor Signaling WikiPathways 20190910 WP560 Homo sapiens	GO0006954
KEGG VEGF SIGNALING PATHWAY	GO0006954
Extracellular vesicles in the crosstalk of cardiac cells WikiPathways 20190910 WP4300 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 6 SIGNALING	GO0006954
REACTOME C TYPE LECTIN RECEPTORS CLRS	GO0006954
REACTOME INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION	GO0006954
REACTOME DEATH RECEPTOR SIGNALLING	GO0006954
Sudden Infant Death Syndrome  SIDS  Susceptibility Pathways WikiPathways 20190910 WP706 Homo sapiens	GO0006954
Interleukin 11 Signaling Pathway WikiPathways 20190910 WP2332 Homo sapiens	GO0006954
KEGG PANCREATIC CANCER	GO0006954
REACTOME TNFR2 NON CANONICAL NF KB PATHWAY	GO0006954
Ebola Virus Pathway on Host WikiPathways 20190910 WP4217 Homo sapiens	GO0006954
REACTOME ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION	GO0006954
Leptin Insulin Overlap WikiPathways 20190910 WP3935 Homo sapiens	GO0006954
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WikiPathways 20190910 WP4337 Homo sapiens	GO0006954
REACTOME ACTIVATION OF IRF3 IRF7 MEDIATED BY TBK1 IKK EPSILON	GO0006954
REACTOME TNF RECEPTOR SUPERFAMILY TNFSF MEMBERS MEDIATING NON CANONICAL NF KB PATHWAY	GO0006954
IL 10 Anti inflammatory Signaling Pathway  WikiPathways 20190910 WP4495 Homo sapiens	GO0006954
Sleep regulation WikiPathways 20190910 WP3591 Homo sapiens	GO0006954
Circadian rhythm related genes WikiPathways 20190910 WP3594 Homo sapiens	GO0006954
REACTOME TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION	GO0006954
KEGG LEUKOCYTE TRANSENDOTHELIAL MIGRATION	GO0006954
REACTOME INTEGRIN CELL SURFACE INTERACTIONS	GO0006954
Aryl Hydrocarbon Receptor Pathway WikiPathways 20190910 WP2873 Homo sapiens	GO0006954
Aryl Hydrocarbon Receptor WikiPathways 20190910 WP2586 Homo sapiens	GO0006954
Osteopontin Signaling WikiPathways 20190910 WP1434 Homo sapiens	GO0006954
REACTOME IRF3 MEDIATED INDUCTION OF TYPE I IFN	GO0006954
KEGG ACUTE MYELOID LEUKEMIA	GO0006954
Prolactin Signaling Pathway WikiPathways 20190910 WP2037 Homo sapiens	GO0006954
REACTOME SYNTHESIS SECRETION AND DEACYLATION OF GHRELIN	GO0006954
REACTOME TICAM1 RIP1 MEDIATED IKK COMPLEX RECRUITMENT	GO0006954
Mammary gland development pathway   Pregnancy and lactation  Stage 3 of 4  WikiPathways 20190910 WP2817 Homo sapiens	GO0006954
White fat cell differentiation WikiPathways 20190910 WP4149 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 20 FAMILY SIGNALING	GO0006954
Hair Follicle Development  Cytodifferentiation  Part 3 of 3  WikiPathways 20190910 WP2840 Homo sapiens	GO0006954
IL 2 Signaling Pathway WikiPathways 20190910 WP49 Homo sapiens	GO0006954
KEGG PROSTATE CANCER	GO0006954
Nuclear Receptors Meta Pathway WikiPathways 20190910 WP2882 Homo sapiens	GO0006954
Focal Adhesion PI3K Akt mTOR signaling pathway WikiPathways 20190910 WP3932 Homo sapiens	GO0006954
KEGG TYPE I DIABETES MELLITUS	GO0006954
REACTOME INTERLEUKIN 37 SIGNALING	GO0006954
REACTOME SYNTHESIS OF LEUKOTRIENES LT AND EOXINS EX	GO0006954
REACTOME EXTRACELLULAR MATRIX ORGANIZATION	GO0006954
Ras Signaling WikiPathways 20190910 WP4223 Homo sapiens	GO0006954
TYROBP Causal Network WikiPathways 20190910 WP3945 Homo sapiens	GO0006954
KEGG CHRONIC MYELOID LEUKEMIA	GO0006954
Composition of Lipid Particles WikiPathways 20190910 WP3601 Homo sapiens	GO0006954
Mammary gland development pathway   Involution  Stage 4 of 4  WikiPathways 20190910 WP2815 Homo sapiens	GO0006954
GPCRs  Other WikiPathways 20190910 WP117 Homo sapiens	GO0006954
Cannabinoid receptor signaling WikiPathways 20190910 WP3869 Homo sapiens	GO0006954
REACTOME COMMON PATHWAY OF FIBRIN CLOT FORMATION	GO0006954
Transcription factor regulation in adipogenesis WikiPathways 20190910 WP3599 Homo sapiens	GO0006954
Interferon type I signaling pathways WikiPathways 20190910 WP585 Homo sapiens	GO0006954
REACTOME CASPASE ACTIVATION VIA DEATH RECEPTORS IN THE PRESENCE OF LIGAND	GO0006954
REACTOME P75NTR SIGNALS VIA NF KB	GO0006954
REACTOME STING MEDIATED INDUCTION OF HOST IMMUNE RESPONSES	GO0006954
REACTOME TRAF6 MEDIATED INDUCTION OF TAK1 COMPLEX WITHIN TLR4 COMPLEX	GO0006954
REACTOME OVARIAN TUMOR DOMAIN PROTEASES	GO0006954
REACTOME ANTIMICROBIAL PEPTIDES	GO0006954
Blood Clotting Cascade WikiPathways 20190910 WP272 Homo sapiens	GO0006954
Small cell lung cancer WikiPathways 20190910 WP4658 Homo sapiens	GO0006954
Oligodendrocyte Specification and differentiation including remyelination   leading to Myelin Components for CNS WikiPathways 20190910 WP4304 Homo sapiens	GO0006954
NO cGMP PKG mediated Neuroprotection WikiPathways 20190910 WP4008 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING	GO0006954
Nucleotide GPCRs WikiPathways 20190910 WP80 Homo sapiens	GO0006954
REACTOME CELL SURFACE INTERACTIONS AT THE VASCULAR WALL	GO0006954
KEGG CELL ADHESION MOLECULES CAMS	GO0006954
KEGG RENIN ANGIOTENSIN SYSTEM	GO0006954
Photodynamic therapy induced NFE2L2  NRF2  survival signaling WikiPathways 20190910 WP3612 Homo sapiens	GO0006954
Pancreatic adenocarcinoma pathway WikiPathways 20190910 WP4263 Homo sapiens	GO0006954
Neural Crest Cell Migration during Development WikiPathways 20190910 WP4564 Homo sapiens	GO0006954
Oxidative Damage WikiPathways 20190910 WP3941 Homo sapiens	GO0006954
Differentiation of white and brown adipocyte    WikiPathways 20190910 WP2895 Homo sapiens	GO0006954
KEGG NATURAL KILLER CELL MEDIATED CYTOTOXICITY	GO0006954
REACTOME ACTIVATION OF MATRIX METALLOPROTEINASES	GO0006954
MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ WikiPathways 20190910 WP3849 Homo sapiens	GO0006954
REACTOME ERYTHROPOIETIN ACTIVATES PHOSPHOINOSITIDE 3 KINASE PI3K	GO0006954
REACTOME INTERFERON GAMMA SIGNALING	GO0006954
REACTOME CASPASE ACTIVATION VIA EXTRINSIC APOPTOTIC SIGNALLING PATHWAY	GO0006954
Cardiac Progenitor Differentiation WikiPathways 20190910 WP2406 Homo sapiens	GO0006954
Notch Signaling Pathway WikiPathways 20190910 WP61 Homo sapiens	GO0006954
KEGG PRIMARY IMMUNODEFICIENCY	GO0006954
KEGG PRION DISEASES	GO0006954
Neural Crest Cell Migration in Cancer WikiPathways 20190910 WP4565 Homo sapiens	GO0006954
REACTOME ADVANCED GLYCOSYLATION ENDPRODUCT RECEPTOR SIGNALING	GO0006954
REACTOME TNFR1 INDUCED PROAPOPTOTIC SIGNALING	GO0006954
Apoptosis related network due to altered Notch3 in ovarian cancer WikiPathways 20190910 WP2864 Homo sapiens	GO0006954
Initiation of transcription and translation elongation at the HIV 1 LTR WikiPathways 20190910 WP3414 Homo sapiens	GO0006954
REACTOME DETOXIFICATION OF REACTIVE OXYGEN SPECIES	GO0006954
REACTOME REGULATION OF IFNG SIGNALING	GO0006954
REACTOME FC EPSILON RECEPTOR FCERI SIGNALING	GO0006954
REACTOME IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL	GO0006954
Neovascularisation processes WikiPathways 20190910 WP4331 Homo sapiens	GO0006954
REACTOME DAP12 SIGNALING	GO0006954
PPAR signaling pathway WikiPathways 20190910 WP3942 Homo sapiens	GO0006954
KEGG TYPE II DIABETES MELLITUS	GO0006954
KEGG GNRH SIGNALING PATHWAY	GO0006954
Matrix Metalloproteinases WikiPathways 20190910 WP129 Homo sapiens	GO0006954
REACTOME SUMOYLATION OF INTRACELLULAR RECEPTORS	GO0006954
KEGG PPAR SIGNALING PATHWAY	GO0006954
REACTOME PROGRAMMED CELL DEATH	GO0006954
KEGG VASCULAR SMOOTH MUSCLE CONTRACTION	GO0006954
REACTOME DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR	GO0006954
REACTOME DAP12 INTERACTIONS	GO0006954
KEGG GRAFT VERSUS HOST DISEASE	GO0006954
Osteoclast Signaling WikiPathways 20190910 WP12 Homo sapiens	GO0006954
REACTOME MAP3K8 TPL2 DEPENDENT MAPK1 3 ACTIVATION	GO0006954
REACTOME NUCLEOTIDE LIKE PURINERGIC RECEPTORS	GO0006954
Ovarian Infertility Genes WikiPathways 20190910 WP34 Homo sapiens	GO0006954
Angiogenesis WikiPathways 20190910 WP1539 Homo sapiens	GO0006954
Cancer immunotherapy by PD 1 blockade WikiPathways 20190910 WP4585 Homo sapiens	GO0006954
KEGG FC GAMMA R MEDIATED PHAGOCYTOSIS	GO0006954
KEGG AUTOIMMUNE THYROID DISEASE	GO0006954
REACTOME CHYLOMICRON REMODELING	GO0006954
REACTOME MAPK3 ERK1 ACTIVATION	GO0006954
REACTOME RUNX1 AND FOXP3 CONTROL THE DEVELOPMENT OF REGULATORY T LYMPHOCYTES TREGS	GO0006954
Hematopoietic Stem Cell Differentiation WikiPathways 20190910 WP2849 Homo sapiens	GO0006954
KEGG AMYOTROPHIC LATERAL SCLEROSIS ALS	GO0006954
REACTOME NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY	GO0006954
Metabolic pathway of LDL  HDL and TG  including diseases WikiPathways 20190910 WP4522 Homo sapiens	GO0006954
REACTOME IL 6 TYPE CYTOKINE RECEPTOR LIGAND INTERACTIONS	GO0006954
REACTOME NEGATIVE REGULATION OF THE PI3K AKT NETWORK	GO0006954
Insulin Signaling WikiPathways 20190910 WP481 Homo sapiens	GO0006954
REACTOME INTRACELLULAR SIGNALING BY SECOND MESSENGERS	GO0006954
REACTOME METABOLISM OF VITAMINS AND COFACTORS	GO0006954
EPO Receptor Signaling WikiPathways 20190910 WP581 Homo sapiens	GO0006954
REACTOME GPVI MEDIATED ACTIVATION CASCADE	GO0006954
NAD metabolism  sirtuins and aging WikiPathways 20190910 WP3630 Homo sapiens	GO0006954
REACTOME INTERLEUKIN 27 SIGNALING	GO0006954
REACTOME SIGNALING BY LEPTIN	GO0006954
REACTOME COMPLEMENT CASCADE	GO0006954
REACTOME SIGNALING BY THE B CELL RECEPTOR BCR	GO0006954
REACTOME PEPTIDE HORMONE METABOLISM	GO0006954
REACTOME ACTIVATION OF NF KAPPAB IN B CELLS	GO0006954
Selenium Metabolism and Selenoproteins WikiPathways 20190910 WP28 Homo sapiens	GO0006954
REACTOME INTERLEUKIN RECEPTOR SHC SIGNALING	GO0006954
REACTOME BIOSYNTHESIS OF SPECIALIZED PRORESOLVING MEDIATORS SPMS	GO0006954
REACTOME INTERLEUKIN 12 SIGNALING	GO0006954
REACTOME DNA REPAIR	GO0006974
REACTOME NUCLEOTIDE EXCISION REPAIR	GO0006974
REACTOME DNA DOUBLE STRAND BREAK REPAIR	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY TP53	GO0006974
REACTOME TRANSCRIPTION COUPLED NUCLEOTIDE EXCISION REPAIR TC NER	GO0006974
REACTOME GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER	GO0006974
REACTOME HOMOLOGY DIRECTED REPAIR	GO0006974
DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	GO0006974
REACTOME DUAL INCISION IN TC NER	GO0006974
REACTOME HDR THROUGH HOMOLOGOUS RECOMBINATION HRR	GO0006974
REACTOME FORMATION OF TC NER PRE INCISION COMPLEX	GO0006974
REACTOME DNA DAMAGE BYPASS	GO0006974
KEGG NUCLEOTIDE EXCISION REPAIR	GO0006974
DNA IR Double Strand Breaks  DSBs  and cellular response via ATM WikiPathways 20190910 WP3959 Homo sapiens	GO0006974
REACTOME HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE	GO0006974
REACTOME DUAL INCISION IN GG NER	GO0006974
REACTOME G2 M CHECKPOINTS	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES	GO0006974
REACTOME PROCESSING OF DNA DOUBLE STRAND BREAK ENDS	GO0006974
REACTOME FANCONI ANEMIA PATHWAY	GO0006974
REACTOME DNA DAMAGE RECOGNITION IN GG NER	GO0006974
REACTOME RESOLUTION OF ABASIC SITES AP SITES	GO0006974
REACTOME REGULATION OF TP53 ACTIVITY	GO0006974
REACTOME TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE	GO0006974
REACTOME HDR THROUGH SINGLE STRAND ANNEALING SSA	GO0006974
REACTOME REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION	GO0006974
REACTOME FORMATION OF INCISION COMPLEX IN GG NER	GO0006974
REACTOME G2 M DNA DAMAGE CHECKPOINT	GO0006974
DNA Damage Response WikiPathways 20190910 WP707 Homo sapiens	GO0006974
REACTOME RESOLUTION OF D LOOP STRUCTURES	GO0006974
REACTOME CELL CYCLE CHECKPOINTS	GO0006974
KEGG BASE EXCISION REPAIR	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES	GO0006974
REACTOME TERMINATION OF TRANSLESION DNA SYNTHESIS	GO0006974
REACTOME RECOGNITION OF DNA DAMAGE BY PCNA CONTAINING REPLICATION COMPLEX	GO0006974
REACTOME S PHASE	GO0006974
miRNA Regulation of DNA Damage Response WikiPathways 20190910 WP1530 Homo sapiens	GO0006974
ATM Signaling Pathway WikiPathways 20190910 WP2516 Homo sapiens	GO0006974
REACTOME RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA	GO0006974
KEGG DNA REPLICATION	GO0006974
REACTOME DNA STRAND ELONGATION	GO0006974
REACTOME GAP FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG NER	GO0006974
REACTOME RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY	GO0006974
KEGG HOMOLOGOUS RECOMBINATION	GO0006974
Retinoblastoma Gene in Cancer WikiPathways 20190910 WP2446 Homo sapiens	GO0006974
REACTOME ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS	GO0006974
REACTOME BASE EXCISION REPAIR	GO0006974
DNA Replication WikiPathways 20190910 WP466 Homo sapiens	GO0006974
KEGG MISMATCH REPAIR	GO0006974
REACTOME NONHOMOLOGOUS END JOINING NHEJ	GO0006974
